location	LR	alpha
420486.878238	0.000000	3.855823e-01
425489.007740	7.831605	4.127242e-04
430491.137243	0.303968	2.448621e-03
435493.266746	0.017909	5.736519e-03
440495.396249	0.116915	8.975167e-04
445497.525752	0.000000	1.610182e-01
450499.655255	4.516302	2.119015e-04
455501.784757	0.179664	3.551005e-03
460503.914260	0.082315	6.361014e-03
465506.043763	0.016032	6.929818e-03
470508.173266	0.325978	5.945446e-03
475510.302769	17.270243	4.890540e-05
480512.432272	1.646946	5.354654e-04
485514.561774	0.575266	1.346015e-03
490516.691277	0.004260	1.569422e-02
495518.820780	4.054565	1.433336e-04
500520.950283	0.005660	3.186064e-02
505523.079786	0.007917	4.720058e-01
510525.209288	0.016681	5.286831e-01
515527.338791	0.250708	2.715779e-02
520529.468294	7.632768	7.207931e-04
525531.597797	16.101166	5.532351e-04
530533.727300	0.006411	5.834874e-02
535535.856803	0.004240	2.988098e-01
540537.986305	0.027684	1.515710e-02
545540.115808	0.000063	1.477678e-01
550542.245311	0.004311	3.636073e-02
555544.374814	0.803050	7.454558e-04
560546.504317	0.024271	3.598471e-03
565548.633820	0.017765	4.101009e-03
570550.763322	0.147840	2.491213e-01
575552.892825	3.084649	3.899119e-04
580555.022328	0.942461	4.080445e-03
585557.151831	0.003897	3.515308e-02
590559.281334	0.063852	5.036481e-02
595561.410837	0.000000	2.531067e-01
600563.540339	0.003479	1.178306e-01
605565.669842	0.042090	1.905975e-01
610567.799345	1.795451	3.196233e-03
615569.928848	0.058841	5.522124e-02
620572.058351	14.025067	7.812669e-04
625574.187854	0.077098	1.345185e-02
630576.317356	0.381083	2.052105e-02
635578.446859	0.121119	1.374016e-01
640580.576362	10.286604	2.341146e-04
645582.705865	11.113004	1.475173e-04
650584.835368	0.200922	2.600081e-02
655586.964870	0.178659	2.935601e-02
660589.094373	1.463886	5.950747e-03
665591.223876	0.010782	1.509052e-01
670593.353379	0.141971	3.819928e-02
675595.482882	1.695203	9.133890e-04
680597.612385	11.500691	3.732661e-04
685599.741887	1.175874	2.503532e-04
690601.871390	8.969849	4.362532e-04
695604.000893	0.037124	1.044712e-02
700606.130396	0.000000	7.439372e-01
705608.259899	0.376696	7.950208e-03
710610.389402	6.375429	2.561601e-04
715612.518904	0.043021	6.121963e-03
720614.648407	0.000028	4.995801e-02
725616.777910	0.078510	2.466332e-02
730618.907413	1.086609	3.214658e-03
735621.036916	0.000018	5.339330e-01
740623.166419	0.098719	4.894438e-01
745625.295921	0.101750	5.740858e-02
750627.425424	0.439671	2.632504e-03
755629.554927	1.215828	7.454661e-03
760631.684430	0.119312	1.135357e-01
765633.813933	45.591930	8.435912e-05
770635.943436	133.591525	6.493180e-05
775638.072938	105.624260	5.061728e-05
780640.202441	80.557131	3.907174e-05
785642.331944	59.302137	3.277983e-05
790644.461447	33.588028	3.146821e-05
795646.590950	0.385600	2.151396e-03
800648.720453	5.501150	2.678798e-04
805650.849955	0.089349	2.456574e-02
810652.979458	0.871102	5.640292e-03
815655.108961	0.399139	1.867482e-03
820657.238464	0.769284	3.024962e-03
825659.367967	1.478499	3.542213e-03
830661.497469	1.612498	8.986622e-03
835663.626972	0.584566	5.921758e-01
840665.756475	0.040318	2.462373e-02
845667.885978	14.251408	2.674129e-04
850670.015481	0.028137	8.850864e-03
855672.144984	0.028666	7.685226e-02
860674.274486	22.075312	2.812535e-04
865676.403989	0.013043	1.284190e-01
870678.533492	2.172888	1.889862e-03
875680.662995	1.755039	1.257924e-03
880682.792498	0.022597	1.100334e+00
885684.922001	0.010741	5.231576e-02
890687.051503	0.321332	1.064561e-02
895689.181006	0.180817	3.779709e-02
900691.310509	8.232726	2.828977e-04
905693.440012	6.322226	2.522480e-03
910695.569515	0.051868	2.759166e-03
915697.699018	0.016681	3.780588e-01
920699.828520	0.372506	8.736977e-02
925701.958023	1.542513	4.125570e-03
930704.087526	1.873191	5.901508e-03
935706.217029	14.780300	8.378628e-04
940708.346532	0.068521	1.129188e-01
945710.476035	0.005393	1.309538e-02
950712.605537	0.743360	1.184760e-02
955714.735040	1.280148	7.227203e-03
960716.864543	0.502529	6.258701e-02
965718.994046	0.007915	8.562277e-02
970721.123549	0.277290	1.108356e-03
975723.253052	0.000000	1.213751e-01
980725.382554	0.147664	1.915361e-03
985727.512057	0.000000	1.778095e-01
990729.641560	0.500345	2.594120e-03
995731.771063	0.008385	2.579073e-02
1000733.900566	0.000022	1.958378e-02
1005736.030068	0.085913	2.010295e-02
1010738.159571	0.558783	1.490902e-02
1015740.289074	0.098073	8.099475e-02
1020742.418577	17.451271	1.700670e-04
1025744.548080	5.269583	1.000580e-04
1030746.677583	73.814958	7.418989e-05
1035748.807085	19.303944	9.420710e-05
1040750.936588	5.384978	6.312395e-04
1045753.066091	2.142248	8.376907e-04
1050755.195594	0.659503	4.845864e-02
1055757.325097	0.142483	2.014342e-02
1060759.454600	0.004227	1.074325e+00
1065761.584102	0.067332	7.402668e-02
1070763.713605	0.000000	7.636697e-01
1075765.843108	1.624095	2.038182e-03
1080767.972611	0.022003	1.107769e-03
1085770.102114	0.353693	5.521033e-03
1090772.231617	0.203758	6.196770e-02
1095774.361119	0.077389	4.528028e-02
1100776.490622	0.077677	3.326380e-02
1105778.620125	0.377571	1.324658e-01
1110780.749628	2.753469	8.959406e-03
1115782.879131	0.086829	2.387390e-01
1120785.008634	0.000052	2.401346e-01
1125787.138136	0.190219	3.215811e-02
1130789.267639	31.364981	2.691908e-04
1135791.397142	0.435680	7.075626e-04
1140793.526645	7.391559	4.237257e-04
1145795.656148	0.010773	1.961724e-01
1150797.785650	0.160395	2.266645e-03
1155799.915153	0.348714	4.156071e-03
1160802.044656	0.407171	6.916642e-03
1165804.174159	0.041234	1.039073e-01
1170806.303662	0.000000	2.339015e-01
1175808.433165	0.003479	8.394869e-01
1180810.562667	0.584575	5.767176e-02
1185812.692170	0.181511	7.185781e-03
1190814.821673	0.044834	3.093932e-02
1195816.951176	0.717875	4.585373e-03
1200819.080679	2.434441	1.022805e-03
1205821.210182	2.497667	2.508391e-03
1210823.339684	5.370663	1.482838e-03
1215825.469187	0.000000	3.938406e-01
1220827.598690	2.098697	1.235161e-02
1225829.728193	0.394760	2.375078e-03
1230831.857696	0.042090	1.521914e-01
1235833.987199	0.454329	4.801792e-03
1240836.116701	0.000018	2.378962e-01
1245838.246204	5.596352	2.562912e-03
1250840.375707	0.171788	3.780089e-02
1255842.505210	0.421454	5.093813e-03
1260844.634713	0.043473	6.496773e-01
1265846.764216	0.000000	1.233000e-02
1270848.893718	0.103380	4.167752e-02
1275851.023221	0.028504	1.544260e-01
1280853.152724	0.016040	3.501576e-02
1285855.282227	3.740684	1.126682e-03
1290857.411730	46.643207	7.553879e-05
1295859.541233	50.362614	6.761518e-05
1300861.670735	36.550325	9.957171e-05
1305863.800238	35.947750	3.748213e-04
1310865.929741	0.278973	5.570709e-01
1315868.059244	0.428684	1.263230e-02
1320870.188747	0.042090	2.036911e+00
1325872.318249	0.007917	3.516959e+00
1330874.447752	0.000000	2.202744e+00
1335876.577255	0.000557	2.672143e-01
1340878.706758	0.699433	5.654122e-02
1345880.836261	0.003060	1.141584e-02
1350882.965764	0.045445	1.242320e-02
1355885.095266	0.000018	4.831104e-01
1360887.224769	0.676127	5.568753e-04
1365889.354272	16.340653	6.693487e-04
1370891.483775	0.100691	2.993677e-01
1375893.613278	14.720166	8.526196e-04
1380895.742781	32.107445	2.742551e-04
1385897.872283	3.792735	1.836374e-03
1390900.001786	1.127329	7.081444e-03
1395902.131289	0.889936	2.934768e-02
1400904.260792	1.032682	1.886932e-02
1405906.390295	0.313336	6.814312e-02
1410908.519798	0.029579	1.106560e+00
1415910.649300	0.218615	4.595590e-02
1420912.778803	0.018139	1.062668e-01
1425914.908306	0.583144	4.086643e-03
1430917.037809	0.070488	5.023231e-02
1435919.167312	0.744732	5.463876e-03
1440921.296815	0.670451	1.237389e-02
1445923.426317	2.106836	4.636038e-03
1450925.555820	0.230763	4.232091e-03
1455927.685323	13.296886	3.312842e-04
1460929.814826	4.072814	2.942751e-03
1465931.944329	0.058617	1.363968e+00
1470934.073831	7.389583	3.567930e-04
1475936.203334	2.142857	1.323243e-03
1480938.332837	0.030054	2.982415e-02
1485940.462340	0.064022	1.759275e-02
1490942.591843	4.802807	1.701830e-03
1495944.721346	0.042089	2.140155e-01
1500946.850848	0.622650	1.710414e-02
1505948.980351	0.323893	5.503593e-03
1510951.109854	0.017808	2.044599e+00
1515953.239357	8.991381	1.018265e-03
1520955.368860	0.283823	3.602011e-02
1525957.498363	9.315029	2.521908e-04
1530959.627865	8.653327	2.919326e-03
1535961.757368	0.082263	6.242237e-03
1540963.886871	9.515288	3.882474e-04
1545966.016374	33.607075	9.274553e-05
1550968.145877	3.023101	2.047607e-03
1555970.275380	0.005950	1.588531e-01
1560972.404882	0.174482	2.732921e-02
1565974.534385	0.043443	1.612522e-01
1570976.663888	1.234012	1.469092e-02
1575978.793391	0.293004	1.489423e-02
1580980.922894	0.029579	2.429254e-01
1585983.052397	0.071179	2.895446e-01
1590985.181899	2.741143	2.129854e-04
1595987.311402	0.000018	1.536818e+01
1600989.440905	0.470348	1.924704e-02
1605991.570408	0.003597	9.315839e-02
1610993.699911	0.537834	1.412119e-03
1615995.829414	0.000141	2.165335e-02
1620997.958916	13.702926	1.246507e-03
1626000.088419	0.003010	1.856473e-02
1631002.217922	0.071125	5.164368e-02
1636004.347425	0.944356	2.197693e-03
1641006.476928	0.063385	2.340214e-01
1646008.606430	0.746671	9.092845e-03
1651010.735933	0.013262	2.521177e-02
1656012.865436	18.735615	4.818693e-04
1661014.994939	137.904155	7.394902e-05
1666017.124442	0.940887	1.293429e-02
1671019.253945	2.989911	3.664888e-04
1676021.383447	36.926819	6.292003e-05
1681023.512950	0.037262	3.093607e-01
1686025.642453	4.517142	5.535780e-04
1691027.771956	6.109983	2.259375e-03
1696029.901459	2.151305	1.808376e-03
1701032.030962	0.230278	3.162733e-02
1706034.160464	0.120730	9.920305e-01
1711036.289967	0.000000	1.829909e-01
1716038.419470	0.044619	3.621566e-02
1721040.548973	0.000000	2.696008e+00
1726042.678476	0.574114	3.126980e-03
1731044.807979	0.102376	1.279748e-01
1736046.937481	1.460399	9.303621e-03
1741049.066984	0.199775	5.716982e-02
1746051.196487	1.041803	1.727398e-02
1751053.325990	0.006738	8.825765e-02
1756055.455493	0.280212	1.163799e-02
1761057.584996	0.029454	2.044730e-01
1766059.714498	0.037070	8.143779e-01
1771061.844001	1.766579	1.718677e-03
1776063.973504	0.019677	2.324124e-02
1781066.103007	0.030886	2.537576e-01
1786068.232510	0.615939	5.344521e-02
1791070.362013	0.130702	7.450512e-03
1796072.491515	0.093608	1.156467e-02
1801074.621018	0.003479	2.532825e-01
1806076.750521	0.031644	6.181742e-02
1811078.880024	0.972187	2.408362e-03
1816081.009527	0.873176	1.173815e-03
1821083.139029	0.781359	2.830863e-02
1826085.268532	0.000140	2.787624e-01
1831087.398035	0.000124	2.969430e-01
1836089.527538	0.031695	4.647552e-02
1841091.657041	0.527101	3.275557e-03
1846093.786544	1.902282	1.905764e-02
1851095.916046	0.005664	2.297591e-01
1856098.045549	0.000018	9.484969e-01
1861100.175052	0.000000	9.108124e-01
1866102.304555	0.064774	1.582492e-02
1871104.434058	1.582742	1.211067e-03
1876106.563561	3.210376	1.037816e-02
1881108.693063	0.851051	2.500478e-03
1886110.822566	0.004227	1.728273e-01
1891112.952069	0.086829	3.048741e+01
1896115.081572	3.005127	1.595445e-02
1901117.211075	0.035083	1.204467e-01
1906119.340578	0.140514	2.108981e-03
1911121.470080	0.895112	4.542670e-02
1916123.599583	0.022419	3.800902e-02
1921125.729086	0.016682	1.778046e-01
1926127.858589	2.236951	9.101164e-03
1931129.988092	0.023877	2.987541e-02
1936132.117595	1.646328	5.098982e-03
1941134.247097	0.059610	7.628779e-02
1946136.376600	0.473563	9.766122e-03
1951138.506103	0.778396	2.298242e-01
1956140.635606	0.004038	2.020687e-01
1961142.765109	0.943943	8.419809e-04
1966144.894611	0.472808	4.803352e-04
1971147.024114	0.037130	1.184266e-01
1976149.153617	0.363118	1.011617e-01
1981151.283120	0.000000	2.172799e-02
1986153.412623	0.969685	1.279625e-03
1991155.542126	0.000000	9.632463e-01
1996157.671628	4.839630	1.731864e-03
2001159.801131	0.619989	3.989717e-02
2006161.930634	0.185305	6.132057e-03
2011164.060137	6.135599	1.102298e-03
2016166.189640	0.294440	6.036415e-03
2021168.319143	0.290463	8.248672e-03
2026170.448645	0.034432	2.305941e-02
2031172.578148	0.034887	5.255796e-01
2036174.707651	0.022051	5.802324e-02
2041176.837154	0.025872	9.865151e-02
2046178.966657	0.053772	5.088983e-02
2051181.096160	0.421940	3.974109e-03
2056183.225662	0.300137	2.446189e-03
2061185.355165	0.000000	7.295566e+00
2066187.484668	0.043473	3.170569e+00
2071189.614171	0.008834	1.145297e-02
2076191.743674	1.566147	3.598114e-03
2081193.873177	0.129999	1.010478e-02
2086196.002679	2.019359	1.200608e-02
2091198.132182	0.000222	2.450077e-02
2096200.261685	0.047587	1.016893e-01
2101202.391188	0.003635	3.315845e-01
2106204.520691	0.003479	3.027151e-01
2111206.650194	0.386778	9.479569e-03
2116208.779696	0.029774	7.687746e-03
2121210.909199	0.030320	3.868185e-01
2126213.038702	0.019131	1.822688e+00
2131215.168205	21.214903	1.075421e-03
2136217.297708	0.246607	6.425573e-03
2141219.427210	1.097854	3.161011e-03
2146221.556713	1.048840	3.083904e-02
2151223.686216	0.038454	5.262359e-02
2156225.815719	0.207760	3.178952e+00
2161227.945222	0.046182	1.137736e-01
2166230.074725	0.463287	2.099590e-02
2171232.204227	1.005815	1.471205e-02
2176234.333730	0.017991	4.802695e-02
2181236.463233	0.000000	5.066595e-01
2186238.592736	0.000000	1.115857e-02
2191240.722239	0.411986	2.357992e-02
2196242.851742	0.001499	2.356642e-01
2201244.981244	8.720949	1.299339e-03
2206247.110747	13.795971	3.040014e-04
2211249.240250	0.063823	4.225554e-02
2216251.369753	7.353684	3.476494e-04
2221253.499256	0.484906	1.367381e-02
2226255.628759	0.115166	1.111090e-02
2231257.758261	0.001466	4.541083e-02
2236259.887764	0.222306	5.467420e-02
2241262.017267	0.000000	5.450268e-01
2246264.146770	0.033261	6.186476e-02
2251266.276273	0.001569	2.005529e-01
2256268.405776	0.000454	4.425009e-02
2261270.535278	24.700381	1.528300e-04
2266272.664781	4.808618	8.983602e-04
2271274.794284	0.029455	2.162112e-01
2276276.923787	1.797631	7.085002e-04
2281279.053290	0.028386	2.702535e-01
2286281.182792	0.099625	1.653778e-02
2291283.312295	1.318271	3.981614e-02
2296285.441798	22.958201	2.731227e-04
2301287.571301	12.568334	9.503059e-04
2306289.700804	37.775652	1.248938e-04
2311291.830307	51.182084	1.634435e-04
2316293.959809	0.018563	1.466459e-01
2321296.089312	0.099813	7.042575e-01
2326298.218815	1.397979	1.028511e-03
2331300.348318	2.095716	1.753300e-03
2336302.477821	0.033770	3.100588e-02
2341304.607324	0.015182	2.355423e-01
2346306.736826	0.003738	2.938830e-01
2351308.866329	2.456503	2.596662e-03
2356310.995832	5.324953	3.788135e-04
2361313.125335	21.642113	1.131613e-04
2366315.254838	1.663945	9.095483e-05
2371317.384341	0.241049	1.549304e-02
2376319.513843	4.446894	4.069219e-04
2381321.643346	0.109373	6.287004e-02
2386323.772849	1.500431	3.455616e-04
2391325.902352	12.713166	7.995210e-04
2396328.031855	0.627987	5.246200e-04
2401330.161358	0.006007	3.285910e-02
2406332.290860	2.243993	3.343080e-04
2411334.420363	0.347708	3.835516e-02
2416336.549866	0.000000	5.218772e-02
2421338.679369	0.003901	9.694757e-02
2426340.808872	0.006203	5.788980e-02
2431342.938375	0.153239	6.738255e-02
2436345.067877	0.062446	1.698896e-02
2441347.197380	0.533851	2.064474e-02
2446349.326883	0.030502	1.028685e-01
2451351.456386	1.235743	2.376419e-03
2456353.585889	0.140697	4.275759e-03
2461355.715391	7.192747	7.186113e-04
2466357.844894	7.863930	7.970878e-04
2471359.974397	0.000545	4.678980e-02
2476362.103900	0.165564	2.473848e-01
2481364.233403	0.053976	1.707421e-02
2486366.362906	0.412708	2.997097e-02
2491368.492408	5.667895	4.893102e-04
2496370.621911	0.139116	1.965372e-01
2501372.751414	0.667408	3.528509e-03
2506374.880917	0.175354	2.992625e-03
2511377.010420	5.875617	3.499985e-04
2516379.139923	0.185847	1.606686e-03
2521381.269425	0.092548	1.186558e-01
2526383.398928	2.553630	3.533891e-04
2531385.528431	0.398164	9.853303e-03
2536387.657934	0.029603	1.259986e-01
2541389.787437	0.000000	2.102359e-02
2546391.916940	0.866986	5.810978e-02
2551394.046442	0.000124	1.973668e+00
2556396.175945	0.465717	1.267370e-02
2561398.305448	2.628073	2.576767e-03
2566400.434951	0.161457	1.870540e-01
2571402.564454	0.042090	1.151095e+00
2576404.693957	1.584007	1.381283e-03
2581406.823459	0.064126	1.041026e-01
2586408.952962	1.184838	9.089223e-02
2591411.082465	0.102311	1.168197e-01
2596413.211968	0.004267	1.919617e-01
2601415.341471	0.329330	1.152883e-03
2606417.470974	2.477254	3.705082e-04
2611419.600476	0.004227	6.844620e+00
2616421.729979	0.762184	1.168169e-03
2621423.859482	0.020355	5.231484e-02
2626425.988985	3.511623	8.077680e-04
2631428.118488	0.010394	4.108217e-03
2636430.247990	18.998015	2.813993e-04
2641432.377493	0.042448	8.927507e-02
2646434.506996	0.128371	2.393325e-01
2651436.636499	0.000000	6.911050e-01
2656438.766002	0.018798	1.923610e-01
2661440.895505	1.938778	9.934847e-04
2666443.025007	0.056938	1.236088e-01
2671445.154510	1.930555	1.630487e-03
2676447.284013	1.448857	3.719532e-03
2681449.413516	0.225126	6.401429e-02
2686451.543019	0.028202	3.449740e-02
2691453.672522	0.406376	1.257352e-01
2696455.802024	0.044243	5.547125e-02
2701457.931527	6.595226	4.322296e-04
2706460.061030	0.095586	4.554644e-02
2711462.190533	0.341944	1.606638e-02
2716464.320036	0.346351	1.022572e-01
2721466.449539	4.219211	4.862130e-04
2726468.579041	0.524648	5.976497e-03
2731470.708544	94.761271	1.127912e-04
2736472.838047	1.540003	2.003908e-03
2741474.967550	0.020161	2.264193e-02
2746477.097053	56.067743	1.534021e-04
2751479.226556	0.029984	5.529138e-01
2756481.356058	0.268760	7.397123e-03
2761483.485561	17.910438	3.200857e-04
2766485.615064	0.000000	1.155520e+00
2771487.744567	41.246758	1.558895e-04
2776489.874070	0.003479	1.537881e+00
2781492.003572	27.224464	2.354912e-04
2786494.133075	0.016691	3.266994e-01
2791496.262578	1.097182	5.193360e-03
2796498.392081	0.317957	2.820338e-02
2801500.521584	0.073593	1.512024e-02
2806502.651087	0.065713	6.606995e-02
2811504.780589	12.474423	9.508210e-04
2816506.910092	0.051043	8.389968e-03
2821509.039595	0.210519	1.605303e-03
2826511.169098	1.072029	6.084231e-03
2831513.298601	0.461846	2.695309e-03
2836515.428104	0.007717	6.153745e-02
2841517.557606	0.005669	3.015627e-01
2846519.687109	0.056070	8.197556e-03
2851521.816612	0.403256	1.383476e-03
2856523.946115	0.034742	1.150855e-01
2861526.075618	0.004228	1.361969e-01
2866528.205121	0.099096	8.500517e-02
2871530.334623	0.103239	6.832422e-02
2876532.464126	0.072601	9.216316e-01
2881534.593629	5.641317	9.706600e-04
2886536.723132	0.004330	1.177373e-02
2891538.852635	0.026690	9.830676e-02
2896540.982138	2.851681	5.478275e-03
2901543.111640	0.808451	3.504323e-03
2906545.241143	0.185151	2.169134e-02
2911547.370646	0.158847	2.547517e-01
2916549.500149	0.005660	1.698007e+00
2921551.629652	0.042047	2.254020e-02
2926553.759155	0.000000	3.918486e-02
2931555.888657	0.037432	4.860807e-02
2936558.018160	0.000000	1.178597e+01
2941560.147663	0.394931	4.691152e-02
2946562.277166	2.642485	1.053409e-03
2951564.406669	0.000000	3.702942e-01
2956566.536171	0.908719	2.836800e-02
2961568.665674	2.624758	1.099320e-03
2966570.795177	0.619705	1.070620e-02
2971572.924680	0.152713	1.854086e-03
2976575.054183	13.163420	5.133435e-04
2981577.183686	0.399907	1.271006e-02
2986579.313188	0.213384	7.840276e-03
2991581.442691	0.854572	2.609494e-03
2996583.572194	1.753318	1.531201e-03
3001585.701697	0.617176	6.203482e-03
3006587.831200	5.270128	1.036730e-03
3011589.960703	26.357552	8.917017e-05
3016592.090205	50.357864	6.364341e-05
3021594.219708	21.697844	1.480988e-04
3026596.349211	0.073682	1.636537e-02
3031598.478714	3.747310	2.145459e-03
3036600.608217	1.307782	1.531809e-02
3041602.737720	0.595274	3.877141e-02
3046604.867222	0.003228	1.934617e-01
3051606.996725	0.139217	5.742228e-03
3056609.126228	19.883513	4.272202e-04
3061611.255731	0.006865	4.874877e-02
3066613.385234	0.041940	7.628632e-02
3071615.514737	0.129724	1.566188e-02
3076617.644239	0.002634	9.352499e-03
3081619.773742	0.224728	3.270089e-01
3086621.903245	0.029579	2.369741e-01
3091624.032748	0.212014	2.495345e-02
3096626.162251	0.000000	5.626837e-01
3101628.291753	0.463052	3.117684e-03
3106630.421256	0.795449	3.419914e-02
3111632.550759	0.038994	4.172372e-02
3116634.680262	17.266202	3.346141e-04
3121636.809765	0.319815	7.613295e-03
3126638.939268	0.000000	1.342392e+00
3131641.068770	0.034887	1.954993e-01
3136643.198273	73.612400	8.324496e-05
3141645.327776	116.427086	8.119127e-05
3146647.457279	34.372024	1.792412e-04
3151649.586782	0.066210	1.097396e-01
3156651.716285	3.218563	1.322158e-03
3161653.845787	14.697381	5.157657e-05
3166655.975290	1.828439	3.198413e-03
3171658.104793	5.501791	6.004909e-04
3176660.234296	0.077395	1.677925e-01
3181662.363799	1.912934	3.108060e-03
3186664.493302	0.016681	1.342050e+00
3191666.622804	70.109308	1.398219e-04
3196668.752307	1.842383	1.109039e-02
3201670.881810	0.019368	6.488082e-02
3206673.011313	0.265809	3.776844e-03
3211675.140816	1.873953	2.551875e-02
3216677.270319	0.042491	5.487230e-03
3221679.399821	0.674187	3.961787e-03
3226681.529324	1.688187	7.079084e-02
3231683.658827	1.656784	1.263450e-03
3236685.788330	0.034887	6.401574e+00
3241687.917833	0.020669	2.663602e-01
3246690.047336	0.092222	2.072018e-01
3251692.176838	0.000000	6.375126e-01
3256694.306341	2.661233	2.287814e-02
3261696.435844	3.462955	2.651375e-03
3266698.565347	0.042621	1.573434e-02
3271700.694850	3.687308	6.862801e-04
3276702.824352	7.252889	5.265551e-04
3281704.953855	0.034976	5.420725e-02
3286707.083358	0.011028	1.185235e-02
3291709.212861	4.503044	1.592555e-04
3296711.342364	0.447975	1.127822e-02
3301713.471867	0.564737	3.319378e-03
3306715.601369	0.892752	2.823934e-02
3311717.730872	1.078466	3.824489e-03
3316719.860375	0.823475	1.182041e-03
3321721.989878	0.161338	1.288496e-01
3326724.119381	16.792697	1.064965e-03
3331726.248884	64.435545	1.572450e-04
3336728.378386	0.508813	8.557948e-03
3341730.507889	0.644104	8.826898e-02
3346732.637392	0.000000	2.389706e-01
3351734.766895	0.238400	5.136365e-02
3356736.896398	13.384665	7.780281e-04
3361739.025901	1.666788	3.642493e-03
3366741.155403	3.465297	2.407152e-03
3371743.284906	0.036397	1.867816e-02
3376745.414409	0.000764	5.388143e-01
3381747.543912	27.793126	3.872527e-04
3386749.673415	0.099986	4.450796e-02
3391751.802918	0.227008	2.187662e-01
3396753.932420	88.095387	1.299212e-04
3401756.061923	0.000006	4.055011e-01
3406758.191426	0.903512	6.520505e-02
3411760.320929	0.156006	6.343659e-03
3416762.450432	1.798122	1.750703e-03
3421764.579935	18.769629	1.834238e-04
3426766.709437	0.119152	6.653869e-02
3431768.838940	1.798785	6.256316e-03
3436770.968443	0.551422	3.036426e-03
3441773.097946	0.202061	4.699199e-02
3446775.227449	0.072845	3.983204e-01
3451777.356951	13.133483	3.631205e-04
3456779.486454	0.157028	1.340883e+00
3461781.615957	0.000000	3.949443e-01
3466783.745460	0.015403	5.863534e-03
3471785.874963	0.497859	1.791224e-02
3476788.004466	0.033651	7.145889e-01
3481790.133968	0.042331	1.216195e-02
3486792.263471	0.063779	1.374638e-01
3491794.392974	2.773733	5.902869e-03
3496796.522477	0.000856	8.678828e-02
3501798.651980	4.850683	1.239098e-03
3506800.781483	7.347465	1.352739e-03
3511802.910985	0.005696	1.894583e-01
3516805.040488	12.601132	8.655349e-04
3521807.169991	14.617595	7.159721e-04
3526809.299494	1.041153	6.686357e-03
3531811.428997	0.000118	1.484925e-02
3536813.558500	0.200873	2.691598e-01
3541815.688002	0.097211	8.313101e-02
