location	LR	alpha
2456421.199709	0.071439	8.010959e-02
2461422.733721	0.133172	8.437487e-03
2466424.267733	0.334634	2.970786e-03
2471425.801744	0.048198	1.807564e-02
2476427.335756	0.016203	2.828467e-02
2481428.869767	0.200676	2.862500e-02
2486430.403779	4.544561	3.188087e-03
2491431.937791	0.069914	5.252129e-02
2496433.471802	0.000041	5.182761e-02
2501435.005814	0.278156	4.494319e-02
2506436.539826	0.010035	1.485396e-02
2511438.073837	0.000666	5.686060e-01
2516439.607849	0.824187	6.995634e-04
2521441.141860	0.018261	2.393213e-02
2526442.675872	0.000071	1.436481e-02
2531444.209884	0.106731	1.395799e-01
2536445.743895	5.351395	1.713529e-02
2541447.277907	1.628183	8.916598e-03
2546448.811919	2.482160	2.797128e-03
2551450.345930	0.030016	1.077926e+00
2556451.879942	0.000000	2.734735e-01
2561453.413953	0.999723	6.089148e-02
2566454.947965	0.009045	2.836261e-01
2571456.481977	0.038621	7.035057e-02
2576458.015988	0.036930	4.429654e-01
2581459.550000	0.053269	1.052589e-01
2586461.084012	0.382299	5.243072e-02
2591462.618023	0.000764	1.137025e+00
2596464.152035	0.070396	8.087031e-03
2601465.686047	0.007917	1.824757e+00
2606467.220058	0.128510	2.713909e-03
2611468.754070	0.042095	5.832266e-03
2616470.288081	0.047632	4.211537e-01
2621471.822093	28.818654	3.826907e-04
2626473.356105	0.054772	1.122771e-02
2631474.890116	0.120421	6.209595e-03
2636476.424128	0.042288	1.838001e-01
2641477.958140	0.042090	1.724645e+00
2646479.492151	0.644113	4.697360e-03
2651481.026163	0.099642	2.272712e-01
2656482.560174	0.000000	1.269033e-01
2661484.094186	0.000000	2.031896e+00
2666485.628198	0.493651	1.587720e-02
2671487.162209	1.240503	2.386262e-03
2676488.696221	0.053617	6.568155e-02
2681490.230233	0.000000	5.152937e-03
2686491.764244	0.032887	1.497891e-01
2691493.298256	0.335930	6.162461e-02
2696494.832267	0.022221	5.525927e-02
2701496.366279	1.004555	2.308887e-02
2706497.900291	7.955573	1.935868e-03
2711499.434302	0.274413	5.446644e-02
2716500.968314	0.076014	1.615552e-01
2721502.502326	0.027819	1.109036e-01
2726504.036337	0.000000	4.743765e-02
2731505.570349	5.004889	3.758050e-03
2736507.104360	2.057968	3.564274e-03
2741508.638372	0.144917	1.693259e-01
2746510.172384	0.640664	1.216493e-01
2751511.706395	0.009262	3.087766e-02
2756513.240407	0.162408	1.628050e-03
2761514.774419	0.547508	7.075156e-03
2766516.308430	0.008992	8.134764e-02
2771517.842442	0.000181	1.039271e-02
2776519.376453	0.144235	4.435195e-02
2781520.910465	0.408805	1.599529e-02
2786522.444477	0.241755	1.076788e-02
2791523.978488	0.119998	5.444348e+01
2796525.512500	0.000000	4.530439e-01
2801527.046512	0.355731	1.505365e-02
2806528.580523	0.476419	3.373449e-03
2811530.114535	0.278744	1.334741e-01
2816531.648547	2.818539	1.364382e-02
2821533.182558	0.018434	2.247828e-01
2826534.716570	1.196676	7.458069e-03
2831536.250581	4.411132	8.046715e-04
2836537.784593	0.049700	3.945371e-03
2841539.318605	0.006546	1.817353e-02
2846540.852616	2.117482	8.000256e-03
2851542.386628	0.000000	1.560084e+00
2856543.920640	0.000000	6.342282e-01
2861545.454651	0.000764	1.264725e+00
2866546.988663	0.002549	8.261915e-02
2871548.522674	2.705710	1.655254e-03
2876550.056686	0.119998	6.026653e-01
2881551.590698	0.097028	4.598821e-02
2886553.124709	0.005856	6.664916e-02
2891554.658721	0.029579	4.927778e+00
2896556.192733	0.066365	2.757275e-02
2901557.726744	0.503343	2.872339e-03
2906559.260756	2.294337	1.407428e-02
2911560.794767	0.689275	1.611478e-02
2916562.328779	0.958321	1.785483e-02
2921563.862791	0.000000	5.018040e-02
2926565.396802	0.112697	5.079573e-01
2931566.930814	0.378590	5.257297e-02
2936568.464826	0.141791	1.009518e-02
2941569.998837	0.000339	2.085561e-02
2946571.532849	4.222418	2.324638e-03
2951573.066860	0.010740	2.303034e+00
2956574.600872	1.500869	2.175317e-03
2961576.134884	0.003144	2.487184e-01
2966577.668895	0.034379	1.928424e-01
2971579.202907	0.106451	3.242292e-03
2976580.736919	0.000000	6.908788e+00
2981582.270930	0.078515	5.651380e-01
2986583.804942	1.792614	6.597217e-03
2991585.338953	0.019368	1.606940e-01
2996586.872965	0.005300	1.562847e-02
3001588.406977	0.681330	4.797961e-02
3006589.940988	4.083767	2.747594e-02
3011591.475000	0.176376	1.163631e-01
3016593.009012	0.000000	5.970417e-02
3021594.543023	9.213073	2.751503e-03
3026596.077035	0.036059	1.691661e-01
3031597.611047	0.051677	4.294807e-01
3036599.145058	0.030016	1.557095e+00
3041600.679070	0.484976	1.256730e-02
3046602.213081	0.058713	1.577478e-03
3051603.747093	0.008976	1.465630e-01
3056605.281105	0.345190	8.870111e-02
3061606.815116	0.079850	7.296938e-03
3066608.349128	0.213785	1.793073e-01
3071609.883140	1.020268	1.008305e-02
3076611.417151	0.691565	3.661730e-03
3081612.951163	0.197479	7.823942e-03
3086614.485174	0.055783	7.043426e-03
3091616.019186	0.000000	9.450249e-02
3096617.553198	0.006344	7.183819e-02
3101619.087209	0.314667	9.120064e-03
3106620.621221	0.358580	4.418648e-02
3111622.155233	2.472841	9.922148e-04
3116623.689244	0.000000	5.270343e-02
3121625.223256	1.545791	1.010276e-02
3126626.757267	0.003897	1.434487e-01
3131628.291279	0.052453	3.987041e-02
3136629.825291	0.013382	5.246045e-02
3141631.359302	1.113595	9.086690e-03
3146632.893314	0.007685	1.739128e-01
3151634.427326	1.686695	1.966671e-03
3156635.961337	0.001070	2.673870e-02
3161637.495349	0.075679	2.036202e-02
3166639.029360	0.170048	4.494854e-03
3171640.563372	0.703854	7.459146e-03
3176642.097384	0.035189	6.754067e-02
3181643.631395	0.006570	7.439099e-02
3186645.165407	0.046347	1.752763e-01
3191646.699419	0.136137	3.075902e-02
3196648.233430	0.004227	4.041321e-01
3201649.767442	0.014741	2.432774e-01
3206651.301453	0.027877	4.199699e-01
3211652.835465	0.187640	1.139424e-02
3216654.369477	0.035009	3.344115e-02
3221655.903488	0.793267	1.828344e-02
3226657.437500	5.114485	1.790686e-03
3231658.971512	0.000000	3.021520e+00
3236660.505523	70.923891	2.146157e-04
3241662.039535	0.967879	8.212430e-03
3246663.573547	10.077285	2.040505e-03
3251665.107558	4.277797	2.239960e-03
3256666.641570	17.255100	8.560203e-04
3261668.175581	0.280483	1.933774e-02
3266669.709593	0.024482	4.014025e-01
3271671.243605	1.947893	3.864748e-03
3276672.777616	7.894539	8.975136e-04
3281674.311628	0.042534	1.470776e-01
3286675.845640	6.593531	4.640495e-03
3291677.379651	0.030719	1.014168e-02
3296678.913663	0.267193	4.239026e-03
3301680.447674	0.071179	5.976670e-01
3306681.981686	0.071030	7.260613e-01
3311683.515698	0.131530	4.094347e-02
3316685.049709	0.010988	5.708943e-02
3321686.583721	2.340362	1.421291e-03
3326688.117733	0.002185	6.296358e-03
3331689.651744	0.000002	6.398771e-01
3336691.185756	2.759072	1.236801e-02
3341692.719767	0.106242	2.563120e-02
3346694.253779	1.238849	9.098612e-03
3351695.787791	1.852797	2.871016e-03
3356697.321802	0.243150	1.853289e-01
3361698.855814	2.435028	2.980302e-03
3366700.389826	0.017312	2.910015e-02
3371701.923837	3.527190	1.762656e-03
3376703.457849	6.586504	2.551425e-04
3381704.991860	0.187135	7.532355e-03
3386706.525872	1.370273	1.622224e-02
3391708.059884	2.031998	4.051743e-03
3396709.593895	0.019911	1.432032e-01
3401711.127907	0.261273	6.348296e-02
3406712.661919	0.090701	8.568128e-02
3411714.195930	0.046347	7.903298e+00
3416715.729942	0.024127	4.959784e-02
3421717.263953	0.084148	4.325723e-03
3426718.797965	1.783199	1.170619e-02
3431720.331977	0.981027	4.800860e-02
3436721.865988	4.764482	2.941773e-03
3441723.400000	0.030320	9.819159e-02
3446724.934012	2.078361	3.252519e-02
3451726.468023	0.000583	2.349240e-02
3456728.002035	0.066369	8.055440e-02
3461729.536047	1.175947	1.133860e-02
3466731.070058	4.788616	3.952332e-03
3471732.604070	0.000000	1.086997e-01
3476734.138081	0.012980	3.595679e-02
3481735.672093	1.570625	2.893038e-03
3486737.206105	0.000000	1.665255e+00
3491738.740116	0.012215	2.101725e-01
3496740.274128	0.021823	9.505582e-03
3501741.808140	0.000018	3.026771e-01
3506743.342151	2.501544	4.523702e-03
3511744.876163	2.200213	2.647414e-02
3516746.410174	3.000004	1.210859e-03
3521747.944186	8.728910	6.160034e-03
3526749.478198	0.463127	1.350997e-03
3531751.012209	0.291202	5.965870e-03
3536752.546221	0.151906	1.002879e-01
3541754.080233	0.098835	1.223878e-02
