scaffold,start,end,mid,sites,sitesUsed,ABBA,BABA,D,fd,fdM
chr1,140001,160000,148814,10929,317,2.0088,0.7233,0.4705,0.0683,0.0405
chr1,145001,165000,155466,11399,374,1.248,0.7713,0.236,0.0143,0.0118
chr1,150001,170000,161716,10875,448,4.2952,1.8601,0.3956,0.0631,0.0509
chr1,155001,175000,165810,13506,682,12.5869,4.7321,0.4535,0.1406,0.1065
chr1,160001,180000,170148,14783,838,18.603,7.6887,0.4151,0.1535,0.1136
chr1,165001,185000,175403,14386,789,19.2276,7.7403,0.426,0.1943,0.1214
chr1,170001,190000,179081,13239,721,18.2248,6.7461,0.4597,0.2254,0.1297
chr1,175001,195000,185117,13488,714,14.4624,6.4521,0.383,0.1795,0.0928
chr1,180001,200000,190888,13629,706,13.1935,4.7108,0.4738,0.212,0.108
chr1,185001,205000,196337,14094,869,18.632,4.8962,0.5838,0.224,0.1468
chr1,190001,210000,200050,16208,1017,19.946,6.5589,0.5051,0.1449,0.1086
chr1,195001,215000,205097,16197,1074,25.5719,7.5061,0.5462,0.1649,0.1304
chr1,200001,220000,210074,16446,1137,29.606,7.7096,0.5868,0.1935,0.1454
chr1,205001,225000,214900,16198,1058,25.2097,8.3297,0.5033,0.1867,0.1289
chr1,210001,230000,219700,15745,1018,24.7706,8.9621,0.4686,0.2613,0.1454
chr1,215001,235000,224457,14830,927,22.4227,10.5181,0.3614,0.3065,0.1156
chr1,220001,240000,229345,13489,790,23.7393,10.3275,0.3937,0.4088,0.1338
chr1,225001,245000,234818,13223,741,29.936,9.4072,0.5218,0.4681,0.1772
chr1,230001,250000,240338,13318,709,36.226,8.6953,0.6129,0.5267,0.222
chr1,235001,255000,245648,14282,764,45.5457,3.9747,0.8395,0.5948,0.3287
chr1,240001,260000,250108,15061,752,43.5215,3.8668,0.8368,0.6155,0.3319
chr1,245001,265000,255030,15366,852,48.1093,7.3195,0.7359,0.578,0.3222
chr1,250001,270000,259006,14012,821,44.8825,8.3656,0.6858,0.5364,0.2967
chr1,255001,275000,264582,13375,795,30.9002,14.8409,0.3511,0.285,0.1221
chr1,260001,280000,270391,13975,948,28.1279,15.6018,0.2864,0.1708,0.0839
chr1,265001,285000,275875,14085,908,18.7833,14.1696,0.14,0.0675,0.0342
chr1,270001,290000,280200,15703,893,14.3206,12.8946,0.0524,0.0221,0.0116
chr1,275001,295000,284951,16251,852,15.5322,8.144,0.3121,0.103,0.0736
chr1,280001,300000,290057,15918,808,15.6667,11.3119,0.1614,0.0767,0.0573
chr1,285001,305000,295148,16193,744,15.6327,12.3686,0.1166,0.0582,0.0448
chr1,290001,310000,300124,16399,817,20.0638,12.7721,0.2221,0.096,0.0749
chr1,295001,315000,304941,16107,825,18.4119,13.8549,0.1412,0.0607,0.0411
chr1,300001,320000,309770,16178,810,17.217,10.4053,0.2466,0.0878,0.0576
chr1,305001,325000,313837,14001,778,14.6396,8.3581,0.2731,0.1024,0.0569
chr1,310001,330000,318724,12232,688,12.4801,8.1355,0.2107,0.1215,0.0441
chr1,315001,335000,324001,11017,612,18.0041,5.9903,0.5007,0.3893,0.139
chr1,320001,340000,330460,9695,502,25.8885,5.7584,0.6361,0.6819,0.2187
chr1,325001,345000,335666,11131,571,32.3262,7.0153,0.6434,0.6573,0.2206
chr1,330001,350000,341073,13043,706,40.5256,8.7255,0.6457,0.5376,0.2452
chr1,335001,355000,345644,14048,835,39.4644,11.8532,0.538,0.4792,0.1933
chr1,340001,360000,349978,15225,938,39.2985,13.4905,0.4889,0.3778,0.1642
chr1,345001,365000,354742,15476,933,49.3442,12.645,0.592,0.4293,0.2268
chr1,350001,370000,359834,14381,878,41.0389,11.0944,0.5744,0.4473,0.2057
chr1,355001,375000,363317,12127,660,34.2064,7.2003,0.6522,0.4945,0.2406
chr1,360001,380000,368225,10166,456,23.5522,5.24,0.636,0.594,0.2567
chr1,365001,385000,375710,10300,533,10.644,6.9186,0.2121,0.3207,0.07
chr1,370001,390000,382066,10612,513,14.7892,6.6508,0.3796,0.4149,0.1379
chr1,375001,395000,386248,13378,731,23.6224,7.484,0.5188,0.4677,0.2072
chr1,380001,400000,390255,15685,900,40.5301,7.0954,0.702,0.5629,0.3243
chr1,385001,405000,394879,15193,816,46.9362,7.0536,0.7387,0.5566,0.3684
chr1,390001,410000,399765,15641,884,45.263,6.7046,0.742,0.5619,0.3079
chr1,395001,415000,405074,15841,899,50.3043,11.0205,0.6406,0.5204,0.2702
chr1,400001,420000,410275,15720,883,40.8855,12.8162,0.5227,0.4668,0.211
chr1,405001,425000,415127,16778,1017,41.5267,11.7052,0.5602,0.5163,0.2228
chr1,410001,430000,419986,16960,1127,51.1089,13.2642,0.5879,0.5367,0.3034
chr1,415001,435000,424866,16496,1150,54.7619,8.9139,0.72,0.6435,0.4133
chr1,420001,440000,429759,16334,1206,58.3272,8.9089,0.735,0.6193,0.4207
chr1,425001,445000,434811,15482,1107,53.7172,7.6629,0.7503,0.5919,0.4303
chr1,430001,450000,439824,14701,915,40.8877,4.9067,0.7857,0.5133,0.4139
chr1,435001,455000,445151,14996,864,28.8156,5.5715,0.676,0.3481,0.2723
chr1,440001,460000,450136,14432,766,19.7911,3.5801,0.6936,0.2787,0.2207
chr1,445001,465000,455575,15389,721,17.1177,2.6842,0.7289,0.235,0.1764
chr1,450001,470000,460579,16823,739,17.9429,3.4657,0.6762,0.2267,0.1647
chr1,455001,475000,465347,16646,755,26.8115,2.6768,0.8184,0.3402,0.2508
chr1,460001,480000,469213,16532,721,31.8157,2.3884,0.8603,0.4043,0.2975
chr1,465001,485000,473145,13653,627,40.087,2.0712,0.9017,0.5414,0.3902
chr1,470001,490000,477708,10061,468,37.749,1.1516,0.9408,0.6656,0.4634
chr1,475001,495000,485082,9349,363,24.8804,0.8088,0.937,0.7332,0.4857
chr1,480001,500000,492567,10402,438,20.1995,1.5715,0.8556,0.6163,0.4056
chr1,485001,505000,496723,12507,575,17.0737,3.1346,0.6898,0.4587,0.3299
chr1,490001,510000,499851,14392,746,23.1995,3.6936,0.7253,0.4713,0.3518
chr1,495001,515000,504833,15321,834,27.3168,5.0947,0.6856,0.4971,0.3366
chr1,500001,520000,509563,13909,695,24.1502,4.2004,0.7037,0.5347,0.3559
chr1,505001,525000,514850,13548,669,29.9183,3.2938,0.8016,0.6287,0.3813
chr1,510001,530000,520061,14688,665,29.7911,4.149,0.7555,0.6233,0.3751
chr1,515001,535000,525784,14708,649,30.8475,4.0372,0.7685,0.5678,0.3533
chr1,520001,540000,530512,16226,845,37.496,6.4537,0.7063,0.5376,0.3312
chr1,525001,545000,534233,15331,748,25.9872,6.111,0.6192,0.4503,0.2966
chr1,530001,550000,539536,14754,801,26.4381,7.0557,0.5787,0.4097,0.2578
chr1,535001,555000,544911,14348,816,27.5278,8.5877,0.5244,0.425,0.2712
chr1,540001,560000,550941,14124,823,27.1194,10.3742,0.4466,0.3767,0.2315
chr1,545001,565000,555360,15777,1045,37.427,15.5098,0.414,0.3593,0.2276
chr1,550001,570000,559666,15057,961,34.0295,14.0054,0.4169,0.3316,0.2203
chr1,555001,575000,564659,14972,973,34.3384,12.9573,0.4521,0.3327,0.2188
chr1,560001,580000,569259,13483,922,33.2123,10.0128,0.5367,0.3827,0.2587
chr1,565001,585000,575285,13226,886,35.336,6.5799,0.686,0.4679,0.2944
chr1,570001,590000,579999,13823,966,39.7111,8.4333,0.6497,0.5119,0.2995
chr1,575001,595000,585323,13804,901,42.9864,7.2714,0.7106,0.5827,0.3708
chr1,580001,600000,589702,14362,860,48.0795,6.6919,0.7556,0.6427,0.4211
chr1,585001,605000,595107,14258,846,47.9334,6.5107,0.7608,0.6938,0.4652
chr1,590001,610000,600222,14560,853,51.0182,4.8646,0.8259,0.7752,0.4964
chr1,595001,615000,605389,14753,932,45.4716,7.4901,0.7172,0.7107,0.3905
chr1,600001,620000,609700,14743,988,44.7497,8.0062,0.6965,0.7079,0.3739
chr1,605001,625000,614624,14295,931,40.4173,8.914,0.6386,0.6704,0.3346
chr1,610001,630000,619858,13944,940,36.6865,11.9408,0.5089,0.529,0.27
chr1,615001,635000,625313,13834,922,40.0871,10.6421,0.5804,0.5604,0.3087
chr1,620001,640000,630407,14614,940,39.2816,12.2436,0.5248,0.4715,0.2638
chr1,625001,645000,635287,15224,940,37.0733,10.7069,0.5518,0.4658,0.2768
chr1,630001,650000,639881,15148,899,36.0917,8.37,0.6235,0.5327,0.3163
chr1,635001,655000,644574,14566,840,32.0629,6.9843,0.6423,0.5421,0.326
chr1,640001,660000,649748,14067,866,34.0964,8.6832,0.5941,0.55,0.3068
chr1,645001,665000,654638,12704,798,28.232,9.5502,0.4945,0.4833,0.2491
chr1,650001,670000,660119,12934,810,32.2249,10.1591,0.5206,0.4423,0.2609
chr1,655001,675000,665363,13756,838,33.027,11.022,0.4996,0.4168,0.2565
chr1,660001,680000,670605,13921,795,32.224,8.996,0.5635,0.471,0.2945
chr1,665001,685000,675073,15251,896,39.6645,8.8534,0.635,0.5243,0.3431
chr1,670001,690000,679875,15232,907,33.8536,9.5173,0.5611,0.5472,0.3133
chr1,675001,695000,685099,15135,946,36.9233,9.2089,0.6008,0.5311,0.3104
chr1,680001,700000,689711,14609,846,32.4761,7.4353,0.6274,0.4837,0.3151
chr1,685001,705000,695142,14607,835,35.4915,7.4658,0.6524,0.514,0.3076
chr1,690001,710000,700187,14763,838,39.2435,5.4371,0.7566,0.5467,0.3576
chr1,695001,715000,705486,14763,815,41.9136,9.3613,0.6349,0.5232,0.3318
chr1,700001,720000,709903,15334,898,40.8629,10.6919,0.5852,0.5096,0.3036
chr1,705001,725000,715071,15400,932,35.4042,14.8406,0.4093,0.3664,0.2118
chr1,710001,730000,720032,15431,914,38.8359,18.3326,0.3586,0.3415,0.1931
chr1,715001,735000,725226,15713,931,38.3782,14.6098,0.4486,0.4168,0.233
chr1,720001,740000,730027,15820,979,44.1401,15.8635,0.4712,0.4514,0.2443
chr1,725001,745000,735119,15936,946,40.7149,15.4623,0.4495,0.4249,0.2331
chr1,730001,750000,739700,15435,944,34.5923,14.617,0.4059,0.3565,0.1831
chr1,735001,755000,744866,15000,923,34.6814,14.457,0.4116,0.3307,0.1679
chr1,740001,760000,749927,15035,864,27.1784,13.7197,0.3291,0.259,0.1163
chr1,745001,765000,755420,15072,830,27.709,10.4612,0.4519,0.3486,0.1301
chr1,750001,770000,760107,15662,811,26.7552,12.7969,0.3529,0.3301,0.1082
chr1,755001,775000,765043,15989,864,26.9703,12.9615,0.3508,0.3844,0.1154
chr1,760001,780000,769787,15698,882,28.5161,11.7703,0.4157,0.4448,0.1348
chr1,765001,785000,774812,15165,868,28.2382,10.5609,0.4556,0.4947,0.1757
chr1,770001,790000,779966,15067,930,31.5611,5.565,0.7002,0.6071,0.254
chr1,775001,795000,785480,15306,886,27.4573,5.839,0.6493,0.6157,0.2375
chr1,780001,800000,790305,15737,939,40.5569,6.5646,0.7214,0.6471,0.3362
chr1,785001,805000,794961,15965,1008,46.7986,7.5611,0.7218,0.6338,0.3662
chr1,790001,810000,799830,16136,1009,51.6237,9.1526,0.6988,0.6663,0.3955
chr1,795001,815000,804899,15606,1000,54.7501,9.5728,0.7024,0.6592,0.4115
chr1,800001,820000,810142,15850,1005,46.4857,9.5642,0.6587,0.6498,0.3873
chr1,805001,825000,815003,15867,946,39.4675,9.3835,0.6158,0.6725,0.3295
chr1,810001,830000,819689,15190,844,33.3008,8.332,0.5997,0.623,0.3104
chr1,815001,835000,824764,15302,841,28.2782,7.3589,0.587,0.6149,0.2806
chr1,820001,840000,830037,14821,829,33.2338,7.753,0.6217,0.6176,0.3154
chr1,825001,845000,834782,14107,804,42.1697,6.3952,0.7366,0.6335,0.4142
chr1,830001,850000,839515,14070,870,44.8889,7.0095,0.7299,0.6126,0.4011
chr1,835001,855000,845087,14145,907,55.6869,9.7934,0.7009,0.5954,0.3915
chr1,840001,860000,850529,14373,854,52.1894,8.9065,0.7084,0.5888,0.3478
chr1,845001,865000,855262,14848,850,45.7091,10.6088,0.6233,0.5324,0.2936
chr1,850001,870000,859845,15252,846,40.9491,10.3386,0.5968,0.5109,0.2538
chr1,855001,875000,865362,15983,766,29.3562,6.8761,0.6204,0.5032,0.2285
chr1,860001,880000,870212,15765,784,26.2886,9.5913,0.4654,0.4461,0.1991
chr1,865001,885000,874949,15994,876,30.5315,9.6044,0.5214,0.5283,0.2189
chr1,870001,890000,879822,16685,977,40.2003,11.3069,0.561,0.567,0.2817
chr1,875001,895000,884783,15326,924,38.6086,11.6781,0.5355,0.5557,0.2704
chr1,880001,900000,889739,15345,901,40.426,8.8268,0.6416,0.5859,0.3278
chr1,885001,905000,894335,14601,825,35.0468,8.0285,0.6272,0.5334,0.3164
chr1,890001,910000,900179,14305,769,31.9028,6.9312,0.643,0.5245,0.2873
chr1,895001,915000,905100,14648,876,35.8433,7.0788,0.6702,0.5519,0.3142
chr1,900001,920000,910057,14243,802,31.0488,6.6518,0.6471,0.5286,0.2848
chr1,905001,925000,914536,14411,824,34.575,6.17,0.6971,0.609,0.3341
chr1,910001,930000,919232,12879,740,32.1322,4.978,0.7317,0.6707,0.3935
chr1,915001,935000,924895,12790,674,29.3838,4.7248,0.723,0.6666,0.3803
chr1,920001,940000,930417,13333,757,29.6283,5.4659,0.6885,0.6495,0.3655
chr1,925001,945000,935604,13804,846,32.0776,8.5846,0.5778,0.523,0.2623
chr1,930001,950000,940381,15640,904,28.0627,8.8287,0.5214,0.3724,0.193
chr1,935001,955000,945299,16395,1028,27.0991,8.814,0.5091,0.2853,0.1678
chr1,940001,960000,950361,16947,1055,24.4119,9.3134,0.4477,0.2074,0.1262
chr1,945001,965000,955082,17623,963,18.5791,6.8181,0.4631,0.184,0.1172
chr1,950001,970000,959961,17488,963,24.5814,6.5974,0.5768,0.3007,0.1922
chr1,955001,975000,964483,16675,869,29.1791,5.9541,0.6611,0.4401,0.2698
chr1,960001,980000,969125,15207,756,29.2531,4.8942,0.7133,0.5908,0.3511
chr1,965001,985000,974195,13862,746,30.2035,5.5188,0.691,0.5827,0.3929
chr1,970001,990000,980308,13721,725,27.4596,6.0598,0.6384,0.5339,0.3368
chr1,975001,995000,985351,13276,659,22.5799,6.8876,0.5325,0.4707,0.2571
chr1,980001,1000000,990509,14523,728,36.0507,6.6254,0.6895,0.6112,0.3717
chr1,985001,1005000,995017,14895,713,33.8565,6.4386,0.6804,0.556,0.3229
chr1,990001,1010000,1000354,14637,654,34.3449,5.7552,0.713,0.536,0.336
chr1,995001,1015000,1004280,14102,590,31.2351,4.3695,0.7546,0.4969,0.347
chr1,1000001,1020000,1010432,14390,632,16.2324,3.8565,0.6161,0.1802,0.1367
chr1,1005001,1025000,1015463,15019,664,13.216,1.7078,0.7711,0.1301,0.1117
chr1,1010001,1030000,1020831,15617,620,4.6815,0.598,0.7735,0.0407,0.0369
chr1,1015001,1035000,1025043,17686,737,5.4525,0.9532,0.7024,0.0348,0.0315
chr1,1020001,1040000,1029686,16574,672,10.1415,0.6916,0.8723,0.079,0.0703
chr1,1025001,1045000,1034663,16547,675,24.3129,1.3943,0.8915,0.1923,0.1667
chr1,1030001,1050000,1039977,16377,769,26.0163,2.6146,0.8174,0.2243,0.1797
chr1,1035001,1055000,1045121,15367,786,30.4849,6.9948,0.6267,0.2957,0.2129
chr1,1040001,1060000,1048307,12985,669,26.9004,7.3798,0.5694,0.3381,0.2288
chr1,1045001,1065000,1054137,12445,594,17.985,8.0246,0.383,0.2762,0.156
chr1,1050001,1070000,1060336,11253,558,20.8127,8.029,0.4432,0.4202,0.23
chr1,1055001,1075000,1067083,11848,504,19.0695,3.9282,0.6584,0.4864,0.2959
chr1,1060001,1080000,1070272,14440,672,27.5123,6.4936,0.6181,0.3928,0.2568
chr1,1065001,1085000,1075140,14446,694,25.642,6.2374,0.6087,0.3573,0.2315
chr1,1070001,1090000,1079981,15549,779,25.1892,5.9249,0.6192,0.3681,0.1675
chr1,1075001,1095000,1085342,15547,790,23.9414,6.1907,0.5891,0.3816,0.1407
chr1,1080001,1100000,1090058,15709,791,16.2728,6.9266,0.4029,0.3372,0.0878
chr1,1085001,1105000,1094525,15783,863,16.0931,7.8389,0.3449,0.2995,0.0762
chr1,1090001,1110000,1099132,14540,736,13.2139,9.9663,0.1401,0.1398,0.0427
chr1,1095001,1115000,1104324,13489,767,15.1169,11.9575,0.1167,0.1095,0.0472
chr1,1100001,1120000,1109573,12797,708,17.2526,9.0583,0.3114,0.2521,0.1209
chr1,1105001,1125000,1114963,12336,662,18.2509,8.8743,0.3457,0.3247,0.1478
chr1,1110001,1130000,1120331,13169,734,27.3354,9.1749,0.4974,0.4328,0.2179
chr1,1115001,1135000,1125594,13928,729,54.4838,7.4956,0.7581,0.6223,0.3792
chr1,1120001,1140000,1130719,15266,748,58.167,8.1275,0.7548,0.5238,0.3241
chr1,1125001,1145000,1135376,16492,747,56.8622,8.1955,0.7481,0.4013,0.2682
chr1,1130001,1150000,1139663,16020,669,55.0022,4.9614,0.8345,0.4102,0.2883
chr1,1135001,1155000,1144597,16210,656,29.0826,4.4281,0.7357,0.2528,0.178
chr1,1140001,1160000,1149764,15590,679,24.6917,5.6109,0.6297,0.2186,0.1649
chr1,1145001,1165000,1155393,15475,668,25.7239,6.1462,0.6143,0.2741,0.2098
chr1,1150001,1170000,1159955,16143,745,19.4057,7.1193,0.4632,0.1371,0.1157
chr1,1155001,1175000,1165169,16370,801,20.6167,7.896,0.4461,0.1354,0.0998
chr1,1160001,1180000,1169795,16177,760,27.7914,5.9046,0.6495,0.2329,0.1524
chr1,1165001,1185000,1174889,15904,781,29.7399,6.0352,0.6626,0.2615,0.1584
chr1,1170001,1190000,1180005,16132,738,38.9017,6.7879,0.7029,0.446,0.2299
chr1,1175001,1195000,1185074,15588,671,39.4944,10.9094,0.5671,0.5151,0.2344
chr1,1180001,1200000,1189688,15623,702,39.4947,11.9311,0.536,0.53,0.2615
chr1,1185001,1205000,1194276,14795,697,38.8066,11.5327,0.5418,0.5657,0.2912
chr1,1190001,1210000,1199564,13855,792,33.0452,12.7313,0.4438,0.485,0.2559
chr1,1195001,1215000,1205007,13659,864,34.4725,8.2768,0.6128,0.5737,0.3591
chr1,1200001,1220000,1210436,13783,903,29.1132,7.6625,0.5833,0.5155,0.312
chr1,1205001,1225000,1214339,12857,845,26.8562,6.3008,0.6199,0.5498,0.3111
chr1,1210001,1230000,1218584,11505,685,26.1701,4.1089,0.7286,0.6221,0.3542
chr1,1215001,1235000,1224870,11612,691,27.6521,4.101,0.7417,0.6076,0.3581
chr1,1220001,1240000,1231236,11274,640,25.0155,4.1424,0.7159,0.651,0.3729
chr1,1225001,1245000,1236227,12841,645,23.4296,6.2373,0.5795,0.5896,0.3274
chr1,1230001,1250000,1239974,14536,707,22.8125,8.7884,0.4438,0.497,0.2576
chr1,1235001,1255000,1244979,14417,708,31.3569,8.6143,0.569,0.6272,0.3362
chr1,1240001,1260000,1249374,13614,616,43.2416,7.76,0.6957,0.777,0.3491
chr1,1245001,1265000,1254943,13626,627,58.7408,5.1895,0.8377,0.8539,0.375
chr1,1250001,1270000,1260515,14116,672,80.0978,2.9932,0.928,0.8947,0.4302
chr1,1255001,1275000,1265768,14608,604,69.3905,2.816,0.922,0.8777,0.4149
chr1,1260001,1280000,1269804,15470,773,68.9307,5.2267,0.859,0.8131,0.4057
chr1,1265001,1285000,1274595,15233,864,59.0244,6.9683,0.7888,0.7557,0.4185
chr1,1270001,1290000,1279712,14802,897,42.1782,7.9258,0.6836,0.6156,0.3543
chr1,1275001,1295000,1285046,14429,907,39.597,9.5203,0.6123,0.5632,0.3227
chr1,1280001,1300000,1289792,14179,767,27.161,8.4797,0.5242,0.4723,0.309
chr1,1285001,1305000,1294606,13772,748,24.5787,7.9058,0.5133,0.4335,0.306
chr1,1290001,1310000,1300272,14386,743,22.7738,6.6779,0.5465,0.4917,0.3064
chr1,1295001,1315000,1305486,14509,728,37.3722,6.3606,0.7091,0.6939,0.3153
chr1,1300001,1320000,1310264,14946,814,52.4221,6.3735,0.7832,0.7524,0.307
chr1,1305001,1325000,1315024,16037,802,72.4802,5.667,0.855,0.8318,0.3818
chr1,1310001,1330000,1320061,15474,790,72.2545,6.5372,0.8341,0.8175,0.3776
chr1,1315001,1335000,1324259,14059,723,53.7723,6.5755,0.7821,0.7648,0.3828
chr1,1320001,1340000,1329018,13480,689,41.5424,6.166,0.7415,0.7029,0.4457
chr1,1325001,1345000,1335283,13455,755,27.6926,7.0851,0.5925,0.3645,0.2527
chr1,1330001,1350000,1341187,14210,691,20.9735,5.3382,0.5942,0.2567,0.1919
chr1,1335001,1355000,1345644,16419,774,21.0927,3.6314,0.7062,0.2092,0.1676
chr1,1340001,1360000,1350010,17453,823,22.5773,4.729,0.6536,0.1939,0.1598
chr1,1345001,1365000,1354778,17230,783,20.4397,4.3624,0.6482,0.2309,0.1739
chr1,1350001,1370000,1359665,16575,875,24.743,5.2404,0.6504,0.2805,0.2105
chr1,1355001,1375000,1364920,15846,939,29.2911,5.9997,0.66,0.4229,0.2967
chr1,1360001,1380000,1370016,15555,963,33.1356,5.5118,0.7148,0.507,0.3346
chr1,1365001,1385000,1375238,15821,989,36.9145,4.73,0.7728,0.5305,0.3664
chr1,1370001,1390000,1380165,16041,994,37.4645,5.739,0.7343,0.5234,0.3512
chr1,1375001,1395000,1384950,16030,974,35.8912,5.8209,0.7209,0.4832,0.3267
chr1,1380001,1400000,1389523,15600,907,33.6279,4.8804,0.7465,0.5006,0.325
chr1,1385001,1405000,1394869,15292,870,29.1826,6.0072,0.6586,0.39,0.2419
chr1,1390001,1410000,1400095,15184,820,28.525,5.5279,0.6753,0.4035,0.2395
chr1,1395001,1415000,1405478,15727,814,33.4866,4.619,0.7576,0.4955,0.2466
chr1,1400001,1420000,1409941,15831,848,34.4799,6.4646,0.6842,0.4277,0.2276
chr1,1405001,1425000,1414515,15134,810,36.459,6.0163,0.7167,0.5079,0.2654
chr1,1410001,1430000,1419804,15357,820,39.4928,5.2885,0.7638,0.5894,0.2956
chr1,1415001,1435000,1425449,15161,773,36.5755,6.1958,0.7103,0.5666,0.3289
chr1,1420001,1440000,1430373,15696,761,31.5696,4.6938,0.7411,0.6109,0.3552
chr1,1425001,1445000,1434937,16477,833,30.058,10.6511,0.4767,0.5172,0.2472
chr1,1430001,1450000,1439588,15781,830,25.1767,14.8628,0.2576,0.3517,0.1512
chr1,1435001,1455000,1445089,16046,906,27.4525,14.4546,0.3102,0.3761,0.1815
chr1,1440001,1460000,1450178,16157,955,32.0753,26.6423,0.0925,0.0953,0.0488
chr1,1445001,1465000,1455311,16446,905,25.6231,22.709,0.0603,0.0419,0.0256
chr1,1450001,1470000,1459582,16582,898,29.0311,21.6797,0.145,0.0847,0.0572
chr1,1455001,1475000,1464472,15458,891,30.5277,23.9549,0.1206,0.0762,0.0498
chr1,1460001,1480000,1469799,15268,861,28.3291,13.258,0.3624,0.2229,0.1485
chr1,1465001,1485000,1475270,14819,863,29.9012,11.1134,0.4581,0.3398,0.2151
chr1,1470001,1490000,1480065,14599,828,28.3724,8.9904,0.5188,0.4672,0.239
chr1,1475001,1495000,1484913,15120,804,21.8025,8.9351,0.4186,0.386,0.1675
chr1,1480001,1500000,1490241,15210,818,22.33,7.5903,0.4926,0.4503,0.1864
chr1,1485001,1505000,1495114,14644,791,19.9438,7.6874,0.4436,0.3927,0.1641
chr1,1490001,1510000,1500073,15487,860,18.9542,7.7599,0.419,0.2172,0.1341
chr1,1495001,1515000,1504817,14905,785,17.8179,6.3553,0.4742,0.2033,0.142
chr1,1500001,1520000,1509961,14221,721,16.8225,7.2285,0.3989,0.1747,0.1272
chr1,1505001,1525000,1514594,14223,690,19.8472,7.279,0.4633,0.2235,0.1663
chr1,1510001,1530000,1520802,14691,645,20.6359,5.6728,0.5688,0.3376,0.233
chr1,1515001,1535000,1525821,15946,679,18.1831,4.084,0.6332,0.2732,0.2094
chr1,1520001,1540000,1530637,17226,675,12.9766,1.7228,0.7656,0.1959,0.1696
chr1,1525001,1545000,1535071,18686,694,8.329,0.5317,0.88,0.1168,0.1045
chr1,1530001,1550000,1540026,18619,713,4.862,0.4675,0.8246,0.0601,0.0532
chr1,1535001,1555000,1544999,18763,748,5.6838,0.7712,0.761,0.0672,0.0569
chr1,1540001,1560000,1549643,18033,735,6.5132,1.1982,0.6892,0.0797,0.0644
chr1,1545001,1565000,1554660,17405,825,7.9761,1.8933,0.6163,0.0985,0.0781
chr1,1550001,1570000,1559449,16347,821,11.4541,5.7968,0.3279,0.1126,0.0847
chr1,1555001,1575000,1564508,14811,808,13.0007,10.4904,0.1069,0.0645,0.0422
chr1,1560001,1580000,1569840,14682,911,18.968,11.7444,0.2352,0.1769,0.1169
chr1,1565001,1585000,1575600,14866,916,24.0293,12.5824,0.3127,0.2465,0.1591
chr1,1570001,1590000,1580896,15966,940,23.6848,13.1425,0.2863,0.196,0.12
chr1,1575001,1595000,1585403,17401,1014,25.7294,13.7772,0.3025,0.1618,0.1082
chr1,1580001,1600000,1589880,17675,967,22.3357,13.4775,0.2473,0.1034,0.0719
chr1,1585001,1605000,1594816,17761,991,30.5494,14.1847,0.3658,0.1676,0.1198
chr1,1590001,1610000,1599896,17449,1063,30.8394,10.2756,0.5002,0.1806,0.1437
