chrom start end window_rec_rates
chr2 8400001 8500000 6.7434085054029
chr2 8500001 8600000 6.34169055646864
chr2 8600001 8700000 6.01768075650206
chr2 8700001 8800000 5.79539502979191
chr2 8800001 8900000 5.53136629706973
chr2 8900001 9000000 5.25881149773541
chr3 1 100000 2.74177990856508
chr3 100001 200000 3.31590068379101
chr3 200001 300000 3.95345013871025
chr3 300001 400000 4.62819957254576
chr3 400001 500000 5.26263773488467
chr3 500001 600000 5.86670446951058
chr3 600001 700000 6.42477018856489
chr3 700001 800000 6.90095250009511
chr3 800001 900000 7.34138812685483
chr3 900001 1000000 7.93724635429762
chr3 1000001 1100000 8.46995135576587
chr3 1100001 1200000 8.69783849465534
chr3 1200001 1300000 8.64168315907085
chr3 1300001 1400000 6.79141922937225
chr3 1400001 1500000 4.87923894884963
chr3 1500001 1600000 3.87850784572608
chr3 1600001 1700000 3.68748056729578
chr3 1700001 1800000 3.70433567917828
chr3 1800001 1900000 3.68744874302012
chr3 1900001 2000000 4.12378561804745
chr3 2000001 2100000 4.1940470232663
chr3 2100001 2200000 4.74043862192475
chr3 2200001 2300000 5.53207761800739
chr3 2300001 2400000 6.22934629308408
chr3 2400001 2500000 7.00521432110172
chr3 2500001 2600000 7.32897049982935
chr3 2600001 2700000 7.08126546237528
chr3 2700001 2800000 6.75012176510113
chr3 2800001 2900000 6.45614406874952
chr3 2900001 3000000 5.59031452430558
chr3 3000001 3100000 4.78763136781466
chr3 3100001 3200000 3.95246087704281
chr3 3200001 3300000 2.90816841722538
chr3 3300001 3400000 3.62539895547559
chr3 3400001 3500000 5.22860770841092
chr3 3500001 3600000 6.78500610117036
chr3 3600001 3700000 8.50387848714722
chr3 3700001 3800000 9.18772341390669
chr3 3800001 3900000 8.84446378194909
chr3 3900001 4000000 8.28524643649779
chr3 4000001 4100000 8.01757727226949
chr3 4100001 4200000 7.18295853663876
chr3 4200001 4300000 6.59846645636998
chr3 4300001 4400000 6.44477121539693
chr3 4400001 4500000 5.95042903530447
chr3 4500001 4600000 5.6260107211812
chr3 4600001 4700000 5.71414230736161
chr3 4700001 4800000 5.81073980282399
chr3 4800001 4900000 5.84358853968848
chr3 4900001 5000000 5.7795414936342
chr3 5000001 5100000 5.6428685820878
chr3 5100001 5200000 5.48045848231013
chr3 5200001 5300000 5.28042832570797
chr3 5300001 5400000 5.04009365672473
chr3 5400001 5500000 4.60858857690099
chr3 5500001 5600000 4.1080274573574
chr3 5600001 5700000 3.69023166654966
chr3 5700001 5800000 3.46406804863053
chr3 5800001 5900000 3.44728100158525
chr3 5900001 6000000 3.14126849832657
chr3 6000001 6100000 3.03120298702131
chr3 6100001 6200000 3.09736985466855
chr3 6200001 6300000 3.23404649616128
chr3 6300001 6400000 3.49598603805658
chr3 6400001 6500000 3.44992096400203
chr3 6500001 6600000 3.24542979781197
chr3 6600001 6700000 3.01213306664982
chr3 6700001 6800000 2.99513790840466
chr3 6800001 6900000 3.02075534534987
chr3 6900001 7000000 2.9853611840816
chr3 7000001 7100000 2.96909030836579
chr3 7100001 7200000 3.10401540685875
chr3 7200001 7300000 3.45841682930779
chr3 7300001 7400000 3.83693514656193
chr3 7400001 7500000 4.18557234743274
chr3 7500001 7600000 4.34652912535006
chr3 7600001 7700000 4.44587690435062
chr3 7700001 7800000 4.44744905608498
chr3 7800001 7900000 4.22963824871676
chr3 7900001 8000000 4.16852348367922
chr3 8000001 8100000 4.34913022049792
chr3 8100001 8200000 4.63929350760364
chr3 8200001 8300000 4.6692005586082
chr3 8300001 8400000 5.27870452449228
chr3 8400001 8500000 6.71493847870067
chr3 8500001 8600000 7.38011791992303
chr3 8600001 8700000 7.11705379226247
chr3 8700001 8800000 7.29013620651717
chr3 8800001 8900000 7.157101258084
chr3 8900001 9000000 6.71945963188674
chr3 9000001 9100000 5.36976327406039
chr3 9100001 9200000 4.01814520830677
chr3 9200001 9300000 3.27594560887763
chr3 9300001 9400000 3.07119337434543
chr3 9400001 9500000 3.40358203989193
chr3 9500001 9600000 3.55278202603996
chr3 9600001 9700000 3.55547464304594
chr3 9700001 9800000 3.56046590844189
chr3 9800001 9900000 3.43848511219935
chr3 9900001 10000000 3.17679256064302
chr3 10000001 10100000 2.79745335111607
chr3 10100001 10200000 2.49394192681253
chr3 10200001 10300000 2.20072471337382
chr3 10300001 10400000 1.92811883279125
chr3 10400001 10500000 1.66713904416716
chr4 1 100000 3.2651512449311
chr4 100001 200000 3.295245378248
chr4 200001 300000 3.31499689661279
chr4 300001 400000 3.33464043332902
chr4 400001 500000 3.35580609803713
chr4 500001 600000 3.26562237489978
chr4 600001 700000 3.29236173051674
chr4 700001 800000 3.43020814016817
chr4 800001 900000 3.73120668126665
chr4 900001 1000000 4.16191783759542
chr4 1000001 1100000 4.63739414946838
chr4 1100001 1200000 4.76888003758706
chr4 1200001 1300000 4.47772024578662
chr4 1300001 1400000 4.55498393372828
chr4 1400001 1500000 4.69988698078732
chr4 1500001 1600000 4.59572637695577
chr4 1600001 1700000 4.42313161579713
chr4 1700001 1800000 4.34971132793746
chr4 1800001 1900000 4.43463641364973
chr4 1900001 2000000 4.45422236985052
chr4 2000001 2100000 4.35274120728963
chr4 2100001 2200000 4.17148259140971
chr4 2200001 2300000 3.9252801572642
chr4 2300001 2400000 3.81243310271255
chr4 2400001 2500000 3.6592873472375
chr4 2500001 2600000 3.01339200488768
chr4 2600001 2700000 2.99914106968383
chr4 2700001 2800000 3.92338943964418
chr4 2800001 2900000 4.69160696253422
chr4 2900001 3000000 5.51536901328983
chr4 3000001 3100000 6.69175355867938
chr4 3100001 3200000 8.41567654690939
chr4 3200001 3300000 10.266081103902
chr4 3300001 3400000 10.0627161957761
chr4 3400001 3500000 8.62100502701192
chr4 3500001 3600000 7.17877804359549
chr4 3600001 3700000 5.86706217780382
chr4 3700001 3800000 5.7250370160518
chr4 3800001 3900000 5.15645095469979
chr4 3900001 4000000 5.03532201442707
chr4 4000001 4100000 5.8309239482512
chr4 4100001 4200000 6.69115505302673
chr4 4200001 4300000 6.86866254070527
chr4 4300001 4400000 7.02142759760193
chr4 4400001 4500000 7.37476882888502
chr4 4500001 4600000 7.48152902673712
chr4 4600001 4700000 7.38458551626099
chr4 4700001 4800000 7.40564795246019
chr4 4800001 4900000 6.99611216931613
chr4 4900001 5000000 6.14586440158395
chr4 5000001 5100000 5.38542167931806
chr4 5100001 5200000 5.15054210317517
chr4 5200001 5300000 4.73035092243035
chr4 5300001 5400000 4.73849966630882
chr4 5400001 5500000 4.45418946223594
chr4 5500001 5600000 4.23118310514016
chr4 5600001 5700000 4.15570280508889
chr4 5700001 5800000 4.19537509092435
chr4 5800001 5900000 4.12000600893104
chr4 5900001 6000000 4.40863184173253
chr4 6000001 6100000 4.33375480703209
chr4 6100001 6200000 4.15949809436288
chr4 6200001 6300000 4.10136575612571
chr4 6300001 6400000 4.17664051365957
chr4 6400001 6500000 4.43602429852856
chr4 6500001 6600000 4.595563389293
chr4 6600001 6700000 4.57157086602205
chr4 6700001 6800000 4.59341899917463
chr4 6800001 6900000 4.69438168993286
chr4 6900001 7000000 4.86508335252123
chr4 7000001 7100000 5.16820924897869
chr4 7100001 7200000 5.76558893066031
chr4 7200001 7300000 6.02743845885598
chr4 7300001 7400000 6.3278975653398
chr4 7400001 7500000 6.57364691631337
chr4 7500001 7600000 6.57053846125198
chr4 7600001 7700000 6.01496758558664
chr4 7700001 7800000 4.98873708916993
chr4 7800001 7900000 4.72536895147668
chr4 7900001 8000000 5.24413835537634
chr4 8000001 8100000 5.7264568640614
chr4 8100001 8200000 6.24556213247307
chr4 8200001 8300000 6.91404037894723
chr4 8300001 8400000 6.49523826089564
chr4 8400001 8500000 6.24803896886893
chr4 8500001 8600000 6.07543683807709
chr4 8600001 8700000 6.04140246635677
chr4 8700001 8800000 5.75096841611451
chr4 8800001 8900000 5.48182696974303
chr4 8900001 9000000 5.09858554615535
chr4 9000001 9100000 4.51733767458147
chr4 9100001 9200000 4.01443764951343
chr4 9200001 9300000 3.47994858088715
chr4 9300001 9400000 2.96786497835251
chr4 9400001 9500000 2.49038950006285
chr4 9500001 9600000 2.0230393804915
chr5 1 100000 3.34354077448493
chr5 100001 200000 3.44418343511715
chr5 200001 300000 3.56882403874192
chr5 300001 400000 3.71746258535926
chr5 400001 500000 3.8730283946958
chr5 500001 600000 4.07508088760148
chr5 600001 700000 4.31091074239448
chr5 700001 800000 4.30220470386843
chr5 800001 900000 4.31437223744947
chr5 900001 1000000 4.30369908373304
chr5 1000001 1100000 4.2370091413658
chr5 1100001 1200000 3.9754112135828
chr5 1200001 1300000 3.74058478621515
chr5 1300001 1400000 3.75233550695134
chr5 1400001 1500000 3.86335181410523
chr5 1500001 1600000 3.88634612258707
chr5 1600001 1700000 4.21045892462992
chr5 1700001 1800000 4.34227073317366
chr5 1800001 1900000 4.42706170494855
chr5 1900001 2000000 4.02766285301763
chr5 2000001 2100000 3.57498266537624
chr5 2100001 2200000 3.16766126096513
chr5 2200001 2300000 3.09922854936996
chr5 2300001 2400000 3.50556127220516
chr5 2400001 2500000 4.41474031461534
chr5 2500001 2600000 4.92215369529688
chr5 2600001 2700000 5.03515514305346
chr5 2700001 2800000 5.99604214544832
chr5 2800001 2900000 6.39330068889661
chr5 2900001 3000000 6.57177030544357
chr5 3000001 3100000 7.42150407715392
chr5 3100001 3200000 7.83827602874026
chr5 3200001 3300000 7.44998608601263
chr5 3300001 3400000 6.8772451835194
chr5 3400001 3500000 6.47479138746021
chr5 3500001 3600000 5.90626993802274
chr5 3600001 3700000 5.9417782845423
chr5 3700001 3800000 5.99796345159257
chr5 3800001 3900000 5.52980549092665
chr5 3900001 4000000 5.81597970120414
chr5 4000001 4100000 5.91230654447391
chr5 4100001 4200000 5.75374398560722
chr5 4200001 4300000 5.51663214701785
chr5 4300001 4400000 5.03610868288393
chr5 4400001 4500000 5.16258657071897
chr5 4500001 4600000 5.54234967627515
chr5 4600001 4700000 5.75513444844291
chr5 4700001 4800000 5.5026880045724
chr5 4800001 4900000 5.82713171910783
chr5 4900001 5000000 5.99061824502572
chr5 5000001 5100000 6.22786098049563
chr5 5100001 5200000 6.46086426032089
chr5 5200001 5300000 6.47700665221978
chr5 5300001 5400000 6.13657781099663
chr5 5400001 5500000 5.91645268700412
chr5 5500001 5600000 6.44582668911096
chr5 5600001 5700000 5.94930962668057
chr5 5700001 5800000 5.33888158722038
chr5 5800001 5900000 5.0690452659974
chr5 5900001 6000000 4.7096032547602
chr5 6000001 6100000 4.49235262274562
chr5 6100001 6200000 4.53815132683819
chr5 6200001 6300000 4.5623790084989
chr5 6300001 6400000 4.37036261163084
chr5 6400001 6500000 4.31487335496623
chr5 6500001 6600000 4.1544342153002
chr5 6600001 6700000 4.2234669867074
chr5 6700001 6800000 4.49174611541723
chr5 6800001 6900000 4.52190020296811
chr5 6900001 7000000 4.31526474800304
chr5 7000001 7100000 4.2394687406269
chr5 7100001 7200000 4.19267745519623
chr5 7200001 7300000 4.33048174831927
chr5 7300001 7400000 4.47170120126932
chr5 7400001 7500000 4.65375219717489
chr5 7500001 7600000 4.4291081793589
chr5 7600001 7700000 4.52401809173062
chr5 7700001 7800000 4.88566424073356
chr5 7800001 7900000 5.51161217954683
chr5 7900001 8000000 6.53106167318198
chr5 8000001 8100000 7.54874238621554
chr5 8100001 8200000 8.49909282821957
chr5 8200001 8300000 8.36776280139687
chr5 8300001 8400000 7.09202243769761
chr5 8400001 8500000 6.23768791063711
chr5 8500001 8600000 5.82506302780137
chr5 8600001 8700000 5.95674847262597
chr5 8700001 8800000 6.25564510871975
chr5 8800001 8900000 6.04618705250326
chr5 8900001 9000000 5.6005472980584
chr5 9000001 9100000 5.61695222238735
chr5 9100001 9200000 5.77552730228865
chr5 9200001 9300000 5.64996191631534
chr5 9300001 9400000 5.62349583076366
chr5 9400001 9500000 4.90060782281144
chr5 9500001 9600000 4.01754121976871
chr5 9600001 9700000 3.31072992029071
chr5 9700001 9800000 2.63432405304836
chr5 9800001 9900000 1.95614254239016
chr6 1 100000 1.68368171897531
chr6 100001 200000 1.83252051973376
chr6 200001 300000 2.00649772759719
chr6 300001 400000 2.29778160018318
chr6 400001 500000 2.58009333387964
chr6 500001 600000 2.82822277134371
chr6 600001 700000 3.14590498649762
chr6 700001 800000 3.33206680477876
chr6 800001 900000 3.59097074577738
chr6 900001 1000000 3.68206121335178
chr6 1000001 1100000 3.53043127441555
chr6 1100001 1200000 3.43172233251727
chr6 1200001 1300000 3.71772163943604
chr6 1300001 1400000 4.20866800094571
chr6 1400001 1500000 4.34948496390557
chr6 1500001 1600000 4.27511868940544
chr6 1600001 1700000 4.10544317037311
chr6 1700001 1800000 3.93581332094138
chr6 1800001 1900000 3.73815019761704
chr6 1900001 2000000 3.84975695694419
chr6 2000001 2100000 3.48578979151367
chr6 2100001 2200000 3.2740253731048
chr6 2200001 2300000 3.52015141592735
chr6 2300001 2400000 4.38649336192452
chr6 2400001 2500000 5.34324739224155
chr6 2500001 2600000 5.34649144550966
chr6 2600001 2700000 5.05556583207544
chr6 2700001 2800000 5.25053588097962
chr6 2800001 2900000 5.32532099628632
chr6 2900001 3000000 5.33156818632346
chr6 3000001 3100000 4.902306176013
chr6 3100001 3200000 4.95155226340116
chr6 3200001 3300000 4.95928556280997
chr6 3300001 3400000 5.03112670140169
chr6 3400001 3500000 5.25036692247887
chr6 3500001 3600000 5.07385743087184
chr6 3600001 3700000 5.13918940813578
chr6 3700001 3800000 5.17091381251896
chr6 3800001 3900000 4.86545814964664
chr6 3900001 4000000 4.95973894471114
chr6 4000001 4100000 5.12214403362289
chr6 4100001 4200000 5.30506513321701
chr6 4200001 4300000 5.16397315873565
chr6 4300001 4400000 4.79691198076546
chr6 4400001 4500000 4.57051768885999
chr6 4500001 4600000 4.67107157577292
chr6 4600001 4700000 4.69393769741151
chr6 4700001 4800000 5.09023735587672
chr6 4800001 4900000 4.9532553894027
chr6 4900001 5000000 4.78761192878343
chr6 5000001 5100000 4.32466247855516
chr6 5100001 5200000 4.42872121909018
chr6 5200001 5300000 5.07897189901114
chr6 5300001 5400000 5.7853679660152
chr6 5400001 5500000 6.29778386360049
chr6 5500001 5600000 6.65618298681261
chr6 5600001 5700000 6.77234478756416
chr6 5700001 5800000 6.65276921133052
chr6 5800001 5900000 5.4771880583409
chr6 5900001 6000000 4.78380199232834
chr6 6000001 6100000 4.07194852446259
chr6 6100001 6200000 3.57458746683843
chr6 6200001 6300000 3.14789496150272
chr6 6300001 6400000 2.70740458740563
chr6 6400001 6500000 2.34003781996979
chr6 6500001 6600000 2.23065885111939
chr6 6600001 6700000 1.94081744046063
chr6 6700001 6800000 1.65636739725545
chr6 6800001 6900000 0.928947281112163
chr6 6900001 7000000 1.43604129494435
chr6 7000001 7100000 1.78113782042207
chr6 7100001 7200000 1.88296400675979
chr6 7200001 7300000 2.09309893142109
chr6 7300001 7400000 2.24087386109307
chr6 7400001 7500000 2.52218425915651
chr6 7500001 7600000 2.73780339691085
chr6 7600001 7700000 3.14816907484183
chr6 7700001 7800000 3.5192570949515
chr6 7800001 7900000 3.69359032522923
chr6 7900001 8000000 3.69467464486481
chr6 8000001 8100000 3.79362068657305
chr6 8100001 8200000 3.95456740579002
chr6 8200001 8300000 4.30502115252626
chr6 8300001 8400000 4.73030708346527
chr6 8400001 8500000 5.123320234408
chr6 8500001 8600000 5.55530173147069
chr6 8600001 8700000 6.06899489879344
chr6 8700001 8800000 6.33458722522689
chr6 8800001 8900000 6.45266024158052
chr6 8900001 9000000 6.47961433924273
chr6 9000001 9100000 6.20335569437291
chr6 9100001 9200000 5.59165168645801
chr6 9200001 9300000 4.98947643435047
chr6 9300001 9400000 4.35940514099032
chr6 9400001 9500000 3.79755869834815
chr6 9500001 9600000 3.4532269169141
chr6 9600001 9700000 3.31302022546254
chr6 9700001 9800000 3.98743593589739
chr6 9800001 9900000 4.66771199231032
chr6 9900001 10000000 5.42592607254324
chr6 10000001 10100000 6.21394917384205
chr6 10100001 10200000 6.88504820979896
chr6 10200001 10300000 6.98119320041692
chr6 10300001 10400000 7.3221101517451
chr6 10400001 10500000 5.30185267597057
chr6 10500001 10600000 4.28498568597552
chr6 10600001 10700000 3.55645031833939
chr6 10700001 10800000 2.7821891720274
chr6 10800001 10900000 2.16521139951641
chr6 10900001 11000000 1.80662648404389
chr6 11000001 11100000 1.57752633493304
chr6 11100001 11200000 1.43463703440959
chr6 11200001 11300000 1.38950624995954
chr6 11300001 11400000 1.26720491114235
chr6 11400001 11500000 1.20530152558107
chr6 11500001 11600000 1.21750890454459
chr6 11600001 11700000 1.27606600391412
chr6 11700001 11800000 1.39721195337986
chr6 11800001 11900000 1.51950227964375
chr6 11900001 12000000 1.43774519309396
chr6 12000001 12100000 1.44249615409128
chr6 12100001 12200000 1.47151602027014
chr6 12200001 12300000 1.59150958339719
chr6 12300001 12400000 1.7101124257401
chr6 12400001 12500000 1.80086460486931
chr6 12500001 12600000 1.82984377283932
chr6 12600001 12700000 1.88340587626053
chr6 12700001 12800000 1.96387954054245
chr6 12800001 12900000 1.89377378873821
chr6 12900001 13000000 1.82573401099727
chr6 13000001 13100000 1.6983756006532
chr6 13100001 13200000 1.63682382927746
chr6 13200001 13300000 1.56974615147526
chr6 13300001 13400000 1.51738128096296
chr6 13400001 13500000 1.46138851046609
chr6 13500001 13600000 1.40947489523505
chr6 13600001 13700000 1.3569633876515
chr6 13700001 13800000 1.30543458165952
chr6 13800001 13900000 1.25583850897917
chr6 13900001 14000000 1.20957604909209
chr7 1 100000 1.10060548224371
chr7 100001 200000 1.29497165248053
chr7 200001 300000 1.49667486710885
