gene_id scaffold start end
HMEL022633 chr10 4234908 4238493
HMEL022620 chr10 4253643 4256059
HMEL022626 chr10 4263432 4265881
HMEL022631 chr10 4267035 4268942
HMEL022649 chr10 4271177 4275772
HMEL022642 chr10 4285805 4288587
HMEL022667 chr10 4322602 4325242
HMEL022670 chr10 4328559 4333426
HMEL022653 chr10 4336706 4339372
HMEL022671 chr10 4342713 4345728
HMEL022614 chr10 4367759 4370562
HMEL004369 chr10 5023676 5032491
HMEL015379 chr10 5622338 5626275
HMEL015380 chr10 5627141 5629507
HMEL015381 chr10 5630835 5631643
HMEL015382 chr10 5633093 5634131
HMEL005884 chr10 6340459 6343742
HMEL002841 chr10 6776225 6804603
HMEL004520 chr10 9862844 9865856
HMEL005809 chr10 10401105 10417682
HMEL005924 chr10 10496135 10527824
HMEL005932 chr10 10616832 10623538
HMEL005933 chr10 10628665 10633063
HMEL012499 chr10 11503936 11507075
HMEL013351 chr10 12248933 12254456
HMEL013355 chr10 12281219 12287934
HMEL007304 chr10 13659652 13663695
HMEL007303 chr10 13665129 13669825
HMEL022536 chr10 13677777 13680680
HMEL003711 chr10 14009849 14011802
HMEL015914 chr10 14026724 14028899
HMEL015916 chr10 14032863 14033213
HMEL015917 chr10 14043026 14043376
HMEL015918 chr10 14045195 14047220
HMEL015920 chr10 14051877 14052646
HMEL015924 chr10 14063450 14063806
HMEL015927 chr10 14067299 14067664
HMEL015928 chr10 14068199 14069201
HMEL006981 chr10 16493005 16494075
HMEL004530 chr11 1337583 1339760
HMEL004447 chr11 1441121 1442620
HMEL003344 chr11 5505432 5508035
HMEL003346 chr11 5517363 5526014
HMEL003989 chr11 6216739 6222624
HMEL015692 chr11 6531257 6537560
HMEL013081 chr11 7218464 7223641
HMEL017131 chr12 7486630 7490392
HMEL017130 chr12 7496637 7501484
HMEL017129 chr12 7502097 7507355
HMEL012587 chr12 8655350 8658456
HMEL011910 chr12 10234969 10242397
HMEL011930 chr12 10455041 10462989
HMEL022555 chr12 11097353 11101368
HMEL012676 chr12 11561942 11565612
HMEL012955 chr12 12068128 12071328
HMEL012954 chr12 12076254 12082678
HMEL017575 chr12 12689114 12692202
HMEL013360 chr13 1790150 1797889
HMEL009897 chr13 2359872 2380888
HMEL014329 chr13 4805913 4807444
HMEL016930 chr13 5552792 5556835
HMEL016918 chr13 5640742 5644409
HMEL017149 chr13 7097809 7104438
HMEL017148 chr13 7107351 7110734
HMEL018035 chr13 7437072 7440351
HMEL007567 chr13 8135980 8138523
HMEL007568 chr13 8139593 8141359
HMEL005374 chr13 9509061 9513236
HMEL013797 chr13 9522655 9524792
HMEL013801 chr13 9559318 9562290
HMEL017301 chr13 9969680 9979117
HMEL006421 chr13 11691342 11693242
HMEL012883 chr13 12086747 12087370
HMEL007173 chr13 13834396 13836163
HMEL007174 chr13 13837471 13837697
HMEL007175 chr13 13845041 13849247
HMEL003058 chr13 14235647 14247364
HMEL007856 chr13 14257756 14266372
HMEL005621 chr13 16905620 16907124
HMEL004897 chr14 1319454 1325680
HMEL007604 chr14 2255860 2256064
HMEL022515 chr14 2269722 2269931
HMEL005634 chr14 2486710 2494592
HMEL007941 chr14 3275436 3279646
HMEL022572 chr14 3810959 3811855
HMEL018109 chr14 3812776 3813578
HMEL018110 chr14 3816141 3816961
HMEL018112 chr14 3823379 3823904
HMEL018113 chr14 3826025 3829142
HMEL013981 chr14 4033578 4035434
HMEL005597 chr14 4132330 4133575
HMEL005596 chr14 4137242 4138156
HMEL022611 chr14 4139063 4140149
HMEL005594 chr14 4140945 4141699
HMEL005593 chr14 4145041 4145823
HMEL018106 chr14 4145041 4145823
HMEL018105 chr14 4147405 4148308
HMEL003116 chr14 4151085 4155329
HMEL003115 chr14 4157214 4158416
HMEL003114 chr14 4161639 4163201
HMEL003113 chr14 4164573 4165302
HMEL018123 chr14 4189611 4191048
HMEL018122 chr14 4193702 4194561
HMEL010992 chr14 4200314 4201626
HMEL010990 chr14 4204751 4213494
HMEL010988 chr14 4226346 4230125
HMEL010987 chr14 4231014 4232137
HMEL011549 chr14 8358495 8372530
HMEL016108 chr14 8971902 8972778
HMEL016107 chr14 8975469 8976417
HMEL022500 chr14 8978337 8979615
HMEL004625 chr14 9097112 9098614
HMEL018114 chr15 424018 426852
HMEL000004 chr15 1283282 1285774
HMEL000006 chr15 1287425 1304295
HMEL000013 chr15 1362304 1373774
HMEL000014 chr15 1374147 1375477
HMEL000017 chr15 1386288 1388578
HMEL000019 chr15 1398403 1399896
HMEL000022 chr15 1419241 1423936
HMEL000024 chr15 1425372 1428068
HMEL000025 chr15 1481522 1600859
HMEL000026 chr15 1639976 1663739
HMEL000028 chr15 1671323 1672386
HMEL000030 chr15 1674300 1675730
HMEL000032 chr15 1683909 1694428
HMEL000033 chr15 1694700 1741160
HMEL000036 chr15 1760333 1786348
HMEL000037 chr15 1783627 1790744
HMEL000039 chr15 1817553 1821121
HMEL000040 chr15 1821632 1824558
HMEL000041 chr15 1825269 1829796
HMEL000042 chr15 1829787 1833158
HMEL000043 chr15 1833347 1835705
HMEL000047 chr15 1846844 1849462
HMEL000050 chr15 1857801 1867323
HMEL000053 chr15 1979787 1998516
HMEL000058 chr15 2040931 2042731
HMEL002043 chr15 2099458 2102140
HMEL004614 chr15 2147425 2152367
HMEL008262 chr15 5376573 5379600
HMEL012765 chr15 8100589 8112901
HMEL013737 chr15 9956682 9965221
HMEL013738 chr15 9948405 9955752
HMEL013739 chr15 9933560 9947388
HMEL013741 chr15 9922560 9929386
HMEL013742 chr15 9913488 9920083
HMEL018120 chr16 1797061 1818425
HMEL018119 chr16 1821140 1826588
HMEL017316 chr16 3602704 3606808
HMEL022622 chr16 3855530 3856138
HMEL022623 chr16 3855530 3858075
HMEL022669 chr16 3862106 3865178
HMEL022563 chr16 3877633 3879272
HMEL022654 chr16 4439564 4444136
HMEL022636 chr16 4430103 4436705
HMEL022658 chr16 4426422 4429374
HMEL022659 chr16 4422317 4425235
HMEL011141 chr16 5520630 5533542
HMEL022521 chr16 6476468 6477594
HMEL010232 chr16 6480921 6482161
HMEL010231 chr16 6483796 6485340
HMEL010230 chr16 6486019 6487316
HMEL010229 chr16 6489041 6490116
HMEL010228 chr16 6492930 6495274
HMEL010227 chr16 6500801 6502156
HMEL010226 chr16 6503013 6503946
HMEL022602 chr16 6505966 6507683
HMEL010224 chr16 6508803 6510111
HMEL004401 chr16 6702112 6707452
HMEL022531 chr16 8004766 8026281
HMEL017528 chr16 8027026 8034513
HMEL007884 chr16 10001880 10004661
HMEL006588 chr17 3985540 3991987
HMEL016705 chr17 4653893 4663558
HMEL016702 chr17 4681686 4684069
HMEL016675 chr17 5235531 5242037
HMEL016674 chr17 5248926 5251804
HMEL016673 chr17 5255837 5257918
HMEL009876 chr17 7930435 7937824
HMEL002625 chr17 8436869 8439802
HMEL014519 chr17 10022253 10043660
HMEL010962 chr17 12483061 12492944
HMEL013244 chr17 12728970 12742171
HMEL022661 chr17 12778034 12781569
HMEL022635 chr17 12783334 12787892
HMEL022609 chr17 12793783 12797719
HMEL007793 chr17 13291277 13302421
HMEL022568 chr17 13405956 13408102
HMEL007800 chr17 13411302 13421743
HMEL007801 chr17 13426976 13436061
HMEL005224 chr17 13985505 13993995
HMEL014755 chr17 14584947 14590598
HMEL003176 chr18 716820 719804
HMEL001028 chr18 1058778 1059581
HMEL022514 chr18 1691807 1693307
HMEL005059 chr18 2160393 2166648
HMEL006666 chr18 2664636 2666954
HMEL022553 chr18 2671070 2673302
HMEL006663 chr18 2674034 2674879
HMEL002556 chr18 4656196 4656867
HMEL002564 chr18 4746061 4752608
HMEL003256 chr18 5448129 5464700
HMEL011010 chr18 6158273 6162085
HMEL009157 chr18 6433354 6435099
HMEL009158 chr18 6432297 6433193
HMEL003842 chr18 6424243 6424632
HMEL003843 chr18 6422307 6424192
HMEL017500 chr18 6707340 6711365
HMEL017493 chr18 6862505 6867252
HMEL017487 chr18 7145817 7149839
HMEL017479 chr18 7261648 7265337
HMEL016235 chr18 7447054 7450944
HMEL016226 chr18 7795602 7799456
HMEL005258 chr18 11527786 11538099
HMEL008689 chr19 21697 22101
HMEL008612 chr19 1906707 1909432
HMEL010650 chr19 1926978 1927768
HMEL010651 chr19 1929701 1931902
HMEL013955 chr19 2446103 2447320
HMEL013954 chr19 2455223 2458640
HMEL010930 chr19 2467935 2470536
HMEL010931 chr19 2473243 2485706
HMEL010934 chr19 2487856 2496237
HMEL010935 chr19 2499716 2503986
HMEL010939 chr19 2515283 2519690
HMEL003520 chr19 2574862 2582105
HMEL006188 chr19 3708143 3712381
HMEL013155 chr19 4502463 4512662
HMEL002679 chr19 6904966 6912716
HMEL009290 chr19 7968074 7992842
HMEL009291 chr19 8007862 8016301
HMEL022639 chr19 8151425 8154140
HMEL022665 chr19 8155898 8159396
HMEL022630 chr19 8162932 8170220
HMEL022645 chr19 8172937 8182024
HMEL018115 chr19 8992076 8994870
HMEL022516 chr19 9002179 9008003
HMEL022599 chr19 9017636 9020984
HMEL002402 chr19 9710743 9716295
HMEL010394 chr19 9601274 9602065
HMEL008054 chr19 12078272 12106456
HMEL022506 chr19 12865428 12868723
HMEL008768 chr19 13201987 13208037
HMEL008770 chr19 13208927 13215063
HMEL008772 chr19 13218244 13219611
HMEL003581 chr19 13219936 13226111
HMEL003582 chr19 13230325 13235671
HMEL003583 chr19 13235647 13241794
HMEL003584 chr19 13244582 13248829
HMEL002471 chr19 13322585 13327993
HMEL010693 chr19 14207796 14216542
HMEL010692 chr19 14218061 14220962
HMEL007770 chr19 14234773 14249723
HMEL006027 chr19 14377197 14380468
HMEL013379 chr19 16080063 16091591
HMEL015704 chr20 3273530 3281823
HMEL022556 chr20 3357485 3360235
HMEL015610 chr20 6328890 6339115
HMEL005067 chr20 6575489 6581310
HMEL005066 chr20 6579116 6582872
HMEL005049 chr20 8502628 8523791
HMEL022507 chr20 8704016 8708152
HMEL008160 chr20 10557225 10563046
HMEL022545 chr20 11029662 11034031
HMEL014247 chr20 11508198 11520894
HMEL010412 chr20 12394482 12403416
HMEL006341 chr20 13425158 13434966
HMEL006338 chr20 13467231 13473964
HMEL010874 chr20 14317763 14345423
HMEL009541 chr21 10562 27249
HMEL011045 chr21 265310 299201
HMEL007289 chr21 2131326 2143311
HMEL008777 chr21 3430653 3437685
HMEL010367 chr21 3752502 3756872
HMEL012087 chr21 4411776 4424721
HMEL016628 chr21 5058867 5072291
HMEL010376 chr21 9430268 9443242
HMEL010377 chr21 9453509 9470201
HMEL010548 chr21 9306880 9315594
HMEL010552 chr21 9368244 9370538
HMEL013401 chr21 11574832 11581603
HmIR7d2_1 chr1 2620972 2622753
HmIR7d1_1 chr1 2622940 2624724
HmGr9_1 chr2 1799777 1810382
HmGr23_1 chr2 1862023 1863186
HmGr57_1 chr2 1866151 1871430
HmelUGT33S3 chr2 1926007 1928051
HmGr13_1 chr2 1928672 1931861
HmIR31a_1 chr2 2201965 2207142
HmelUGT33S4 chr2 2228638 2231383
HmGr10_1 chr2 2767203 2771417
HmGr56_1 chr2 2776368 2780282
HmGr16_1 chr2 2785773 2790584
HmGr55_1 chr2 2804255 2807992
HmGr70_1 chr2 4987070 4988961
HmGr71_1 chr2 4989760 4991688
HmelGSTd2 chr3 892494 897367
HmelGSTs11 chr3 2598524 2599919
HmelGSTd1 chr3 4343454 4346916
HmGr28_1 chr3 7831204 7832519
HmGr36_1 chr3 7858894 7861106
HmGr27_1 chr3 7870211 7872186
HmelGSTu1 chr3 8297134 8301589
HmelGSTe6 chr4 6632522 6634951
HmIR143a_1 chr5 1517575 1519545
HmelGSTs7 chr5 8152748 8155338
HmelGSTs8 chr5 8156801 8158585
HmelGSTs9 chr5 8161159 8162817
HmelGSTs10 chr5 8165581 8166820
HmelGSTs1 chr5 8172825 8176586
HmelGSTs2 chr5 8182099 8185520
HmelGSTs3 chr5 8186627 8190217
HmelGSTs4 chr5 8191462 8193661
HmelGSTs5 chr5 8196666 8198864
HmelGSTs6 chr5 8203513 8205410
HmGr43_1 chr6 2346738 2349261
HmIR60a_1 chr6 3434612 3436600
HmGr69_1 chr6 6693417 6696051
HmGr15_1 chr7 7136425 7138273
HmelGSTo4 chr7 8197922 8199820
HmelGSTo8 chr7 8202312 8203515
HmelGSTo7 chr7 8210585 8213921
HmelGSTo6 chr7 8216264 8217577
HmelGSTo2 chr7 8219567 8221444
HmelGSTo1 chr7 8222434 8224573
HmelGSTo5 chr7 8225429 8227514
HmIR87a_1 chr8 990184 992118
HmelGSTz1 chr8 1827891 1829593
HmGr17_1 chr8 4550853 4553176
HmGr18_1 chr8 4539626 4543497
HmelUGT34A5 chr8 4232360 4234698
HmelUGT47A4 chr8 5510413 5516187
HmGr29_1 chr9 1733222 1735904
HmGr30_1 chr9 1726798 1728936
HmGr31_1 chr9 1556196 1558237
HmGr54_1 chr9 1831721 1833320
HmGr12_1 chr9 1879228 1881503
HmGr14_1 chr9 1882827 1884931
HmGr11_1 chr9 1885596 1887596
HmGr39_1 chr9 1890090 1892264
HmGr35_1 chr9 1893497 1895211
HmGr37_1 chr9 1903243 1906088
HmGr38_1 chr9 1903243 1906088
HmGr41_1 chr9 1915547 1918162
HmGr40_1 chr9 1915547 1918162
HmGr34_1 chr9 1920338 1922475
HmGr3_1 chr9 4543896 4547164
HmelGSTe1 chr9 6373088 6376397
HmelUGT40V3 chr9 6618897 6624343
HmelUGT40V2 chr9 6627567 6632064
HmelUGT40V1 chr9 6650393 6655796
HmelUGT40Y1 chr9 6656900 6663335
HmelUGT40Z2 chr9 6669913 6675575
HmelUGT40Z1 chr9 6677741 6682722
HmelUGT40X1 chr9 6687535 6698047
HmelUGT40U1 chr9 6699402 6704531
HmelUGT40W2 chr9 6712228 6717170
HmelUGT40W1 chr9 6717900 6722179
HmGr62_1 chr10 2767032 2769112
HmelUGT33W1 chr10 4156250 4158539
HmelUGT33AC1 chr10 4164206 4167675
HmelUGT33AC2 chr10 4176693 4179680
HmelUGT33U1 chr10 4212360 4214583
HmelUGT33U2 chr10 4215835 4219327
HmelUGT33U3 chr10 4220464 4223022
HmelUGT33U4 chr10 4225134 4227673
HmelUGT33G1 chr10 4234908 4238490
HmelUGT33AA1 chr10 4253646 4256059
HmelUGT33Y1 chr10 4263435 4265881
HmelUGT33Y2 chr10 4267035 4268939
HmelUGT33V1 chr10 4271177 4275769
HmelUGT33V2 chr10 4285805 4288584
HmelUGT33Z1 chr10 4322605 4325242
HmelUGT33Z2 chr10 4328562 4333426
HmelUGT33AB1 chr10 4336709 4339372
HmelUGT33AB2 chr10 4342716 4345728
HmelUGT33U5 chr10 4367759 4370559
HmIR21a_1 chr10 15156040 15160167
HmGr6_1 chr11 2398316 2406624
HmGr45_1 chr11 2411924 2416435
HmGr8_1 chr11 2422888 2427633
HmGr7_1 chr11 2430149 2436120
HmGr5_1 chr11 2442673 2446669
HmGr52_1 chr11 2447238 2451553
HmGr4_1 chr11 2466169 2473272
HmelGSTz2 chr11 7609334 7620230
HmGr68_1 chr12 10242856 10245212
HmGr2_1 chr12 10517906 10524819
HmelUGT39B4 chr12 11097356 11101368
HmGr63_1 chr12 13206414 13208544
HmelGSTt1 chr12 14180757 14182876
HmIR1_1 chr13 212904 221908
HmIR41a_1 chr13 4697052 4700309
HmelGSTe4 chr13 6617521 6620460
HmelGSTe3 chr13 6613177 6614991
HmGr66_1 chr13 7113763 7114887
HmIR40a_1 chr13 8360854 8390514
HmIR7d4_1 chr14 2320422 2322257
HmelGSTu2 chr14 6945564 6946409
HmIR64a_1 chr14 6959906 6963278
HmIR75p1_1 chr14 7531029 7537883
HmIR75p2_1 chr14 7538992 7543811
HmGr33_1 chr14 7695207 7697669
HmGr32_1 chr14 7698380 7700078
HmGr73_1 chr14 7712479 7714811
HmGr72_1 chr14 7716258 7718760
HmGr20_1 chr14 7954786 7956768
HmGr19_1 chr14 7962161 7965285
HmGr21_1 chr14 7965859 7968733
HmelGSTe7 chr14 8747088 8749661
HmGr46_1 chr15 3362764 3365611
HmIR75q1_1 chr15 3810079 3815392
HmIR75q2_1 chr15 3821132 3832109
HmIR7d3_1 chr15 6243114 6244850
HmelUGT33X4 chr16 3855533 3856136
HmelUGT33X2 chr16 3855533 3858075
HmelUGT33X1 chr16 3862109 3865178
HmelUGT33X3 chr16 3877633 3879269
HmelUGT44A4 chr16 4439567 4444136
HmelUGT42A3 chr16 4430106 4436705
HmelUGT42D1 chr16 4426425 4429374
HmelUGT42B3 chr16 4422320 4425235
HmelUGT50A4 chr16 8022297 8026278
HmGr67_1 chr17 2035023 2037177
HmIR76b_1 chr17 3092184 3098117
HmGr42_1 chr17 4302234 4304907
HmGr44_1 chr17 4305062 4306612
HmelUGT41E3 chr17 12778034 12781566
HmelUGT41E2 chr17 12783334 12787889
HmelUGT41E1 chr17 12793783 12797716
HmelUGT33AA2 chr17 13405959 13408102
HmelGSTo3 chr17 13505409 13508298
HmIR8a_1 chr17 13759059 13770143
HmIR25a_1 chr18 2489222 2500702
HmGr1_1 chr18 2928912 2933801
HmGr53_1 chr18 3245768 3246958
HmGr25_1 chr18 3247900 3249120
HmGr24_1 chr18 3250586 3251794
HmGr26_1 chr18 3253240 3254433
HmGr22_1 chr18 3258436 3259653
HmIR85a_1 chr18 8815820 8817841
HmIR93a_1 chr18 8892139 8903849
HmGr60_1 chr18 10949871 10952332
HmelUGT46D1 chr19 8151425 8154137
HmelUGT46D2 chr19 8155898 8159393
HmelUGT46D3 chr19 8162935 8170220
HmelUGT46E1 chr19 8172940 8182024
HmGr49_1 chr19 8765849 8772027
HmGr50_1 chr19 8794538 8796886
HmGr47_1 chr19 8798180 8800851
HmGr48_1 chr19 8805306 8809794
HmGr51_1 chr19 8810602 8813968
HmGr64_1 chr19 13879132 13882294
HmGr65_1 chr19 13884454 13886767
HmGr59_1 chr19 13887890 13889886
HmGr61_1 chr19 13890843 13893244
HmGr58_1 chr19 13895074 13897802
HmIR60a1a_1 chr19 14498532 14500313
HmIR60a1b_1 chr19 14500739 14502538
HmIR75d_1 chr19 16378148 16383062
HmIR68a_1 chr20 1107511 1112000
HmelGSTe2 chr20 1940345 1942194
HmelGSTe5 chr20 1944867 1947564
HmIR60a2b_1 chr20 8185957 8187810
HmIR60a2a_1 chr20 8195920 8197776
HmIR60a2c_1 chr20 8202376 8204199
HmIR60a2e_1 chr20 8205661 8207496
HmIR60a2d_1 chr20 8208123 8209958
HmelUGT45B1 chr20 8704019 8708152
HmelUGT351A1 chr20 11029665 11034031
HMEL033173g1 chr2 187312 189059
HMEL036081g1 chr3 4755408 4755670
HMEL036568g1 chr4 9598877 9601800
HMEL036627g1 chr5 2265555 2265973
HMEL036811g1 chr5 7665142 7665618
HMEL036873g1 chr5 9413272 9413414
HMEL036983g1 chr6 3516266 3516602
HMEL037158g1 chr6 10143198 10143964
HMEL004609g1 chr6 14053976 14054175
HMEL037345g1 chr7 221009 221331
HMEL037596g1 chr7 9172716 9174720
HMEL020641g1 chr7 9745699 9749183
HMEL037786g1 chr8 24346 28493
HMEL038132g1 chr8 7517916 7518203
HMEL031195g1 chr11 8365271 8365410
HMEL031199g1 chr11 8578190 8579398
HMEL015443g1 chr11 10406510 10409008
HMEL031494g1 chr12 7016780 7019063
HMEL031571g1 chr12 10628184 10632152
HMEL014213g1 chr13 4843840 4863001
HMEL031919g1 chr13 5269953 5270192
HMEL020781g1 chr13 10379630 10381766
HMEL032407g1 chr14 3703993 3706951
HMEL021200g1 chr14 6983230 6988595
HMEL021604g1 chr14 6976038 6983129
HMEL009246g1 chr14 9136634 9140313
HMEL032639g1 chr15 160329 160665
HMEL021719g1 chr15 5239997 5243216
HMEL033453g1 chr16 1 61
HMEL033459g1 chr16 100892 102588
HMEL033675g1 chr17 1 3593
HMEL034168g1 chr18 48029 50097
HMEL034350g1 chr18 6662699 6664250
HMEL010956g1 chr20 9704129 9705894
HMEL035536g1 chr21 4025436 4025798
HMEL002859g1 chr21 10435955 10441986
HMEL035741g1 chr21 11102591 11103137
HMEL035784g1 chr21 11824690 11824976
HMEL035786g1 chr21 11837475 11852001
HMEL013039g1 chr21 13024125 13028457
HMEL036009g1 chr3 5246 21898
HMEL030064g1 chr1 2770501 2773147
HMEL034840g1 chr19 12942084 12942918
HMEL002238g1 chr20 9108237 9113700
HMEL030115g1 chr1 5788013 5792403
HMEL031580g1 chr12 10727130 10727583
HMEL006752g1 chr14 173802 185536
HMEL022059g1 chr14 3998715 4003278
HMEL036576g1 chr5 38 315
HMEL035302g1 chr20 10907351 10910085
HMEL033097g1 chr1 15291988 15292129
HMEL035744g1 chr5 5514638 5514938
HMEL036012g1 chr3 710417 710508
HMEL036376g1 chr4 3073171 3073683
HMEL022102g1 chr13 9514069 9517464
HMEL032703g1 chr15 2584327 2594857
HMEL021046g1 chr8 5880283 5884720
HMEL031972g1 chr13 6133183 6133356
HMEL037779g1 chr15 2518214 2518366
HMEL035844g1 chr21 13359179 13359586
HMEL022226g1 chr4 3072045 3072884
HMEL022032g1 chr3 677234 679406
HMEL010721g1 chr13 3629256 3630312
HMEL036757g1 chr5 6582113 6584162
HMEL036925g1 chr6 266641 268051
HMEL030065g1 chr1 2708734 2709317
HMEL030788g1 chr10 10421741 10422905
HMEL017613g1 chr13 9629116 9632090
HMEL033442g1 chr16 107481 108026
HMEL033155g1 chr1 17036501 17037076
HMEL037514g1 chr7 7011904 7066531
HMEL035888g1 chr5 9904979 9908399
HMEL037273g1 chr6 12860330 12860560
HMEL021151g1 chr13 12816646 12822341
HMEL037782g1 chr7 13956989 13957137
HMEL016304g1 chr4 7976364 7977111
HMEL032714g1 chr15 2658882 2658923
HMEL031548g1 chr12 9331414 9331860
HMEL007544g1 chr13 12813152 12814655
HMEL003397g1 chr13 3628024 3628769
HMEL031237g1 chr11 10400630 10406128
HMEL009533g1 chr3 707796 709923
HMEL030351g1 chr9 3312028 3312354
HMEL030563g1 chr10 346 687
HMEL034533g1 chr18 16559069 16561434
HMEL032025g1 chr13 7747746 7748014
HMEL022376g1 chr15 6901094 6906027
HMEL036923g1 chr6 397957 399453
HMEL013104g1 chr15 160719 163614
HMEL033452g1 chr16 46736 48366
HMEL035505g1 chr21 3307958 3308042
HMEL034515g1 chr18 16016225 16016943
HMEL035999g1 chr3 53901 54035
HMEL022308g1 chr8 7334845 7336260
